Time;EMG1;EMG2;EMG3;EMG4;EMG1_F;EMG2_F;EMG3_F;EMG4_F;
7258;0;0;0;0;30;30;30;30;
7268;0;0;0;0;30;30;30;30;
7280;0;0;0;0;30;30;30;30;
7289;0;0;0;0;30;30;30;30;
7301;0;0;0;0;30;30;30;30;
7312;0;0;0;0;30;30;30;30;
7321;0;0;0;0;30;30;30;30;
7333;0;0;0;0;30;30;30;30;
7343;0;0;0;0;30;30;30;30;
7354;0;0;0;0;30;30;30;30;
7363;0;0;0;0;30;30;30;30;
7375;0;0;0;0;30;30;30;30;
7386;0;0;0;0;30;30;30;30;
7398;0;0;0;0;30;30;30;30;
7410;0;0;0;0;30;30;30;30;
7421;0;0;0;0;30;30;30;30;
7435;0;0;0;0;30;30;30;30;
7445;0;0;0;0;30;30;30;30;
7455;0;0;0;0;30;30;30;30;
7465;0;0;0;0;30;30;30;30;
7476;0;0;0;0;30;30;30;30;
7487;0;0;0;0;30;30;30;30;
7497;0;0;0;0;30;30;30;30;
7507;0;0;0;0;30;30;30;30;
7518;0;0;0;0;30;30;30;30;
7528;0;0;0;0;30;30;30;30;
7540;0;0;0;0;30;30;30;30;
7551;0;0;0;0;30;30;30;30;
7561;0;0;0;0;30;30;30;30;
7571;0;0;0;0;30;30;30;30;
7583;0;0;0;0;30;30;30;30;
7591;0;0;0;0;30;30;30;30;
7600;0;0;0;0;30;30;30;30;
7610;0;0;0;0;30;30;30;30;
7620;0;0;0;0;30;30;30;30;
7630;0;0;0;0;30;30;30;30;
7644;0;0;0;0;30;30;30;30;
7653;0;0;0;0;30;30;30;30;
7662;0;0;0;0;30;30;30;30;
7673;0;0;0;0;30;30;30;30;
7684;0;0;0;0;30;30;30;30;
7695;0;0;0;0;30;30;30;30;
7707;0;0;0;0;30;30;30;30;
7720;0;0;0;0;30;30;30;30;
7729;0;0;0;0;30;30;30;30;
7739;0;0;0;0;30;30;30;30;
7749;0;0;0;0;30;30;30;30;
7760;0;0;0;0;30;30;30;30;
7768;0;0;0;0;30;30;30;30;
7779;0;0;0;0;30;30;30;30;
7788;0;0;0;0;30;30;30;30;
7796;0;0;0;0;30;30;30;30;
7805;0;0;0;0;30;30;30;30;
7815;0;0;0;0;30;30;30;30;
7825;0;0;0;0;30;30;30;30;
7834;0;0;0;0;30;30;30;30;
7843;0;0;0;0;30;30;30;30;
7851;0;0;0;0;30;30;30;30;
7861;0;0;0;0;30;30;30;30;
7872;0;0;0;0;30;30;30;30;
7884;0;0;0;0;30;30;30;30;
7894;0;0;0;0;30;30;30;30;
7904;0;0;0;0;30;30;30;30;
7915;0;0;0;0;30;30;30;30;
7925;0;0;0;0;30;30;30;30;
7937;0;0;0;0;30;30;30;30;
7948;0;0;0;0;30;30;30;30;
7958;0;0;0;0;30;30;30;30;
7968;0;0;0;0;30;30;30;30;
7979;0;0;0;0;30;30;30;30;
7996;0;0;0;0;30;30;30;30;
8006;0;0;0;0;30;30;30;30;
8020;0;0;0;0;30;30;30;30;
8032;0;0;0;0;30;30;30;30;
8042;0;0;0;0;30;30;30;30;
8055;0;0;0;0;30;30;30;30;
8064;0;0;0;0;30;30;30;30;
8076;0;0;0;0;30;30;30;30;
8087;0;0;0;0;30;30;30;30;
8097;0;0;0;0;30;30;30;30;
8106;0;0;0;0;30;30;30;30;
8116;0;0;0;0;30;30;30;30;
8125;0;0;0;0;30;30;30;30;
8135;0;0;0;0;30;30;30;30;
8144;0;0;0;0;30;30;30;30;
8156;0;0;0;0;30;30;30;30;
8164;0;0;0;0;30;30;30;30;
8176;0;0;0;0;30;30;30;30;
8186;0;0;0;0;30;30;30;30;
8197;0;0;0;0;30;30;30;30;
8206;0;0;0;0;30;30;30;30;
8218;0;0;0;0;30;30;30;30;
8227;0;0;0;0;30;30;30;30;
8237;0;0;0;0;30;30;30;30;
8247;0;0;0;0;30;30;30;30;
8256;0;0;0;0;30;30;30;30;
8267;0;0;0;0;30;30;30;30;
8278;0;0;0;0;30;30;30;30;
8290;0;0;0;0;30;30;30;30;
8299;0;0;0;0;30;30;30;30;
8310;0;0;0;0;30;30;30;30;
8320;0;0;0;0;30;30;30;30;
8329;0;0;0;0;30;30;30;30;
8340;0;0;0;0;30;30;30;30;
8351;0;0;0;0;30;30;30;30;
8361;0;0;0;0;30;30;30;30;
8370;0;0;0;0;30;30;30;30;
8380;0;0;0;0;30;30;30;30;
8390;0;0;0;0;30;30;30;30;
8400;0;0;0;0;30;30;30;30;
8408;0;0;0;0;30;30;30;30;
8419;0;0;0;0;30;30;30;30;
8428;0;0;0;0;30;30;30;30;
8438;0;0;0;0;30;30;30;30;
8448;0;0;0;0;30;30;30;30;
8459;0;0;0;0;30;30;30;30;
8469;0;0;0;0;30;30;30;30;
8479;0;0;0;0;30;30;30;30;
8490;0;0;0;0;30;30;30;30;
8499;0;0;0;0;30;30;30;30;
8509;0;0;0;0;30;30;30;30;
8519;0;0;0;0;30;30;30;30;
8527;0;0;0;0;30;30;30;30;
8536;0;0;0;0;30;30;30;30;
8547;0;0;0;0;30;30;30;30;
8556;0;0;0;0;30;30;30;30;
8565;0;0;0;0;30;30;30;30;
8575;0;0;0;0;30;30;30;30;
8584;0;0;0;0;30;30;30;30;
8593;0;0;0;0;30;30;30;30;
8602;0;0;0;0;30;30;30;30;
8613;0;0;0;0;30;30;30;30;
8623;0;0;0;0;30;30;30;30;
8633;0;0;0;0;30;30;30;30;
8643;0;0;0;0;30;30;30;30;
8652;0;0;0;0;30;30;30;30;
8660;0;0;0;0;30;30;30;30;
8670;0;0;0;0;30;30;30;30;
8680;0;0;0;0;30;30;30;30;
8690;0;0;0;0;30;30;30;30;
8699;0;0;0;0;30;30;30;30;
8708;0;0;0;0;30;30;30;30;
8718;0;0;0;0;30;30;30;30;
8732;0;0;0;0;30;30;30;30;
8741;0;0;0;0;30;30;30;30;
8751;0;0;0;0;30;30;30;30;
8760;0;0;0;0;30;30;30;30;
8771;0;0;0;0;30;30;30;30;
8784;0;0;0;0;30;30;30;30;
8794;0;0;0;0;30;30;30;30;
8805;0;0;0;0;30;30;30;30;
8821;0;0;0;0;30;30;30;30;
8833;0;0;0;0;30;30;30;30;
8844;0;0;0;0;30;30;30;30;
8856;0;0;0;0;30;30;30;30;
8865;0;0;0;0;30;30;30;30;
8875;0;0;0;0;30;30;30;30;
8886;0;0;0;0;30;30;30;30;
8897;0;0;0;0;30;30;30;30;
8908;0;0;0;0;30;30;30;30;
8918;0;0;0;0;30;30;30;30;
8927;0;0;0;0;30;30;30;30;
8937;0;0;0;0;30;30;30;30;
8947;0;0;0;0;30;30;30;30;
8960;0;0;0;0;30;30;30;30;
8970;0;0;0;0;30;30;30;30;
8980;0;0;0;0;30;30;30;30;
8990;0;0;0;0;30;30;30;30;
9000;0;0;0;0;30;30;30;30;
9009;0;0;0;0;30;30;30;30;
9020;0;0;0;0;30;30;30;30;
9028;0;0;0;0;30;30;30;30;
9037;0;0;0;0;30;30;30;30;
9048;0;0;0;0;30;30;30;30;
9056;0;0;0;0;30;30;30;30;
9066;0;0;0;0;30;30;30;30;
9076;0;0;0;0;30;30;30;30;
9087;0;0;0;0;30;30;30;30;
9096;0;0;0;0;30;30;30;30;
9105;0;0;0;0;30;30;30;30;
9115;0;0;0;0;30;30;30;30;
9125;0;0;0;0;30;30;30;30;
9134;0;0;0;0;30;30;30;30;
9143;0;0;0;0;30;30;30;30;
9153;0;0;0;0;30;30;30;30;
9163;0;0;0;0;30;30;30;30;
9172;0;0;0;0;30;30;30;30;
9181;0;0;0;0;30;30;30;30;
9190;0;0;0;0;30;30;30;30;
9200;0;0;0;0;30;30;30;30;
9209;0;0;0;0;30;30;30;30;
9219;0;0;0;0;30;30;30;30;
9228;0;0;0;0;30;30;30;30;
9238;0;0;0;0;30;30;30;30;
9248;0;0;0;0;30;30;30;30;
9258;0;0;0;0;30;30;30;30;
9268;0;0;0;0;30;30;30;30;
9277;0;0;0;0;30;30;30;30;
9286;0;0;0;0;30;30;30;30;
9297;0;0;0;0;30;30;30;30;
9307;0;0;0;0;30;30;30;30;
9317;0;0;0;0;30;30;30;30;
9326;0;0;0;0;30;30;30;30;
9334;0;0;0;0;30;30;30;30;
9342;0;0;0;0;30;30;30;30;
9352;0;0;0;0;30;30;30;30;
9361;0;0;0;0;30;30;30;30;
9370;0;0;0;0;30;30;30;30;
9378;0;0;0;0;30;30;30;30;
9388;0;0;0;0;30;30;30;30;
9398;0;0;0;0;30;30;30;30;
9407;0;0;0;0;30;30;30;30;
9417;0;0;0;0;30;30;30;30;
9427;0;0;0;0;30;30;30;30;
9436;0;0;0;0;30;30;30;30;
9447;0;0;0;0;30;30;30;30;
9457;0;0;0;0;30;30;30;30;
9466;0;0;0;0;30;30;30;30;
9476;0;0;0;0;30;30;30;30;
9486;0;0;0;0;30;30;30;30;
9495;0;0;0;0;30;30;30;30;
9505;0;0;0;0;30;30;30;30;
9515;0;0;0;0;30;30;30;30;
9524;0;0;0;0;30;30;30;30;
9534;0;0;0;0;30;30;30;30;
9544;0;0;0;0;30;30;30;30;
9553;0;0;0;0;30;30;30;30;
9562;0;0;0;0;30;30;30;30;
9571;0;0;0;0;30;30;30;30;
9582;0;0;0;0;30;30;30;30;
9590;0;0;0;0;30;30;30;30;
9599;0;0;0;0;30;30;30;30;
9609;0;0;0;0;30;30;30;30;
9621;0;0;0;0;30;30;30;30;
9630;0;0;0;0;30;30;30;30;
9639;0;0;0;0;30;30;30;30;
9651;0;0;0;0;30;30;30;30;
9660;0;0;0;0;30;30;30;30;
9670;0;0;0;0;30;30;30;30;
9679;0;0;0;0;30;30;30;30;
9689;0;0;0;0;30;30;30;30;
9699;0;0;0;0;30;30;30;30;
9709;0;0;0;0;30;30;30;30;
9718;0;0;0;0;30;30;30;30;
9727;0;0;0;0;30;30;30;30;
9738;0;0;0;0;30;30;30;30;
9749;0;0;0;0;30;30;30;30;
9757;0;0;0;0;30;30;30;30;
9766;0;0;0;0;30;30;30;30;
9775;0;0;0;0;30;30;30;30;
9786;0;0;0;0;30;30;30;30;
9796;0;0;0;0;30;30;30;30;
9806;0;0;0;0;30;30;30;30;
9816;0;0;0;0;30;30;30;30;
9826;0;0;0;0;30;30;30;30;
9835;0;0;0;0;30;30;30;30;
9847;0;0;0;0;30;30;30;30;
9857;0;0;0;0;30;30;30;30;
9865;0;0;0;0;30;30;30;30;
9880;0;0;0;0;30;30;30;30;
9890;0;0;0;0;30;30;30;30;
9901;0;0;0;0;30;30;30;30;
9910;0;0;0;0;30;30;30;30;
9920;0;0;0;0;30;30;30;30;
9930;0;0;0;0;30;30;30;30;
9940;0;0;0;0;30;30;30;30;
9951;0;0;0;0;30;30;30;30;
9960;0;0;0;0;30;30;30;30;
9969;0;0;0;0;30;30;30;30;
9979;0;0;0;0;30;30;30;30;
9989;0;0;0;0;30;30;30;30;
10000;0;0;0;0;30;30;30;30;
10010;0;0;0;0;30;30;30;30;
10021;0;0;0;0;30;30;30;30;
10031;0;0;0;0;30;30;30;30;
10040;0;0;0;0;30;30;30;30;
10050;0;0;0;0;30;30;30;30;
10059;0;0;0;0;30;30;30;30;
10068;0;0;0;0;30;30;30;30;
10077;0;0;0;0;30;30;30;30;
10087;0;0;0;0;30;30;30;30;
10095;0;0;0;0;30;30;30;30;
10105;0;0;0;0;30;30;30;30;
10115;0;0;0;0;30;30;30;30;
10124;0;0;0;0;30;30;30;30;
10132;0;0;0;0;30;30;30;30;
10142;0;0;0;0;30;30;30;30;
10151;0;0;0;0;30;30;30;30;
10160;0;0;0;0;30;30;30;30;
10169;0;0;0;0;30;30;30;30;
10180;0;0;0;0;30;30;30;30;
10190;0;0;0;0;30;30;30;30;
10200;0;0;0;0;30;30;30;30;
10209;0;0;0;0;30;30;30;30;
10219;0;0;0;0;30;30;30;30;
10228;0;0;0;0;30;30;30;30;
10238;0;0;0;0;30;30;30;30;
10247;0;0;0;0;30;30;30;30;
10256;0;0;0;0;30;30;30;30;
10266;0;0;0;0;30;30;30;30;
10278;0;0;0;0;30;30;30;30;
10289;0;0;0;0;30;30;30;30;
10300;0;0;0;0;30;30;30;30;
10310;0;0;0;0;30;30;30;30;
10318;0;0;0;0;30;30;30;30;
10328;0;0;0;0;30;30;30;30;
10339;0;0;0;0;30;30;30;30;
10350;0;0;0;0;30;30;30;30;
10358;0;0;0;0;30;30;30;30;
10368;0;0;0;0;30;30;30;30;
10377;0;0;0;0;30;30;30;30;
10387;0;0;0;0;30;30;30;30;
10396;0;0;0;0;30;30;30;30;
10405;0;0;0;0;30;30;30;30;
10415;0;0;0;0;30;30;30;30;
10424;0;0;0;0;30;30;30;30;
10433;0;0;0;0;30;30;30;30;
10442;0;0;0;0;30;30;30;30;
10452;0;0;0;0;30;30;30;30;
10462;0;0;0;0;30;30;30;30;
10471;0;0;0;0;30;30;30;30;
10482;0;0;0;0;30;30;30;30;
10491;0;0;0;0;30;30;30;30;
10501;0;0;0;0;30;30;30;30;
10512;0;0;0;0;30;30;30;30;
10522;0;0;0;0;30;30;30;30;
10530;0;0;0;0;30;30;30;30;
10540;0;0;0;0;30;30;30;30;
10550;0;0;0;0;30;30;30;30;
10560;0;0;0;0;30;30;30;30;
10569;0;0;0;0;30;30;30;30;
10580;0;0;0;0;30;30;30;30;
10588;0;0;0;0;30;30;30;30;
10599;0;0;0;0;30;30;30;30;
10608;0;0;0;0;30;30;30;30;
10619;0;0;0;0;30;30;30;30;
10628;0;0;0;0;30;30;30;30;
10638;0;0;0;0;30;30;30;30;
10648;0;0;0;0;30;30;30;30;
10658;0;0;0;0;30;30;30;30;
10667;0;0;0;0;30;30;30;30;
10677;0;0;0;0;30;30;30;30;
10688;0;0;0;0;30;30;30;30;
10698;0;0;0;0;30;30;30;30;
10708;0;0;0;0;30;30;30;30;
10718;0;0;0;0;30;30;30;30;
10728;0;0;0;0;30;30;30;30;
10739;0;0;0;0;30;30;30;30;
10749;0;0;0;0;30;30;30;30;
10757;0;0;0;0;30;30;30;30;
10767;0;0;0;0;30;30;30;30;
10778;0;0;0;0;30;30;30;30;
10787;0;0;0;0;30;30;30;30;
10796;0;0;0;0;30;30;30;30;
10813;0;0;0;0;30;30;30;30;
10823;0;0;0;0;30;30;30;30;
10833;0;0;0;0;30;30;30;30;
10840;0;0;0;0;30;30;30;30;
10849;0;0;0;0;30;30;30;30;
10858;0;0;0;0;30;30;30;30;
10869;0;0;0;0;30;30;30;30;
10880;0;0;0;0;30;30;30;30;
10889;0;0;0;0;30;30;30;30;
10898;0;0;0;0;30;30;30;30;
10907;0;0;0;0;30;30;30;30;
10918;0;0;0;0;30;30;30;30;
10928;0;0;0;0;30;30;30;30;
10938;0;0;0;0;30;30;30;30;
10949;0;0;0;0;30;30;30;30;
10959;0;0;0;0;30;30;30;30;
10969;0;0;0;0;30;30;30;30;
10979;0;0;0;0;30;30;30;30;
10989;0;0;0;0;30;30;30;30;
10998;0;0;0;0;30;30;30;30;
11008;0;0;0;0;30;30;30;30;
11019;0;0;0;0;30;30;30;30;
11028;0;0;0;0;30;30;30;30;
11038;0;0;0;0;30;30;30;30;
11048;0;0;0;0;30;30;30;30;
11058;0;0;0;0;30;30;30;30;
11068;0;0;0;0;30;30;30;30;
11078;0;0;0;0;30;30;30;30;
11088;0;0;0;0;30;30;30;30;
11098;0;0;0;0;30;30;30;30;
11107;0;0;0;0;30;30;30;30;
11117;0;0;0;0;30;30;30;30;
11126;0;0;0;0;30;30;30;30;
11134;0;0;0;0;30;30;30;30;
11145;0;0;0;0;30;30;30;30;
11155;0;0;0;0;30;30;30;30;
11165;0;0;0;0;30;30;30;30;
11175;0;0;0;0;30;30;30;30;
11185;0;0;0;0;30;30;30;30;
11193;0;0;0;0;30;30;30;30;
11203;0;0;0;0;30;30;30;30;
11214;0;0;0;0;30;30;30;30;
11224;0;0;0;0;30;30;30;30;
11234;0;0;0;0;30;30;30;30;
11243;0;0;0;0;30;30;30;30;
11252;0;0;0;0;30;30;30;30;
11261;0;0;0;0;30;30;30;30;
11271;0;0;0;0;30;30;30;30;
11283;0;0;0;0;30;30;30;30;
11292;0;0;0;0;30;30;30;30;
11301;0;0;0;0;30;30;30;30;
11311;0;0;0;0;30;30;30;30;
11320;0;0;0;0;30;30;30;30;
11330;0;0;0;0;30;30;30;30;
11339;0;0;0;0;30;30;30;30;
11349;0;0;0;0;30;30;30;30;
11359;0;0;0;0;30;30;30;30;
11369;0;0;0;0;30;30;30;30;
11379;0;0;0;0;30;30;30;30;
11390;0;0;0;0;30;30;30;30;
11401;0;0;0;0;30;30;30;30;
11410;0;0;0;0;30;30;30;30;
11422;0;0;0;0;30;30;30;30;
11431;0;0;0;0;30;30;30;30;
11440;0;0;0;0;30;30;30;30;
11449;0;0;0;0;30;30;30;30;
11458;0;0;0;0;30;30;30;30;
11467;0;0;0;0;30;30;30;30;
11476;0;0;0;0;30;30;30;30;
11487;0;0;0;0;30;30;30;30;
