Time; EMG1; EMG2; EMG3; EMG4; EMG1_F; EMG2_F; EMG3_F; EMG4_F;Note_R;Note_V;;Level 1;Joueur;Notes hit;% Reussite R;Offset EMG1;Onset EMG1;% Reussite V;Offset EMG2;Onset EMG2
12;-35,24921;-8,039764;-25,90678;-39,35909;1,390862;2,051461;1,386191;1,631403;0;0;;;1;142;77,86885;-24,84167;73,94408;94;-7,654144;91,60109
34;-41,12935;-7,234306;-23,40039;-40,24023;1,351704;1,874174;1,293661;1,601847;0;0;;;2;157;92,62295;-33,8732;258,4667;88;-7,654144;37,61216
51;-18,98102;-14,73051;-24,74895;-41,78724;2,562569;1,938899;1,154764;1,59693;0;0;
73;-34,31651;-4,721268;-23,70799;-39,03184;3,229725;1,548373;1,132269;1,790256;0;0;
89;-30,61267;-9,083719;-25,00159;-37,93738;3,441386;1,327818;1,152705;1,887853;0;0;
108;-36,12425;-8,640201;-19,82131;-41,3393;3,532015;1,388369;1,210044;1,708768;0;0;
127;-34,02147;-9,738479;-25,36352;-44,52637;3,524839;1,454085;1,19822;1,948139;0;0;
143;-32,65607;-6,620668;-24,33817;-38,79084;3,108239;1,501478;1,340123;2,046706;0;0;
159;-33,99491;-5,354621;-26,78334;-39,88567;1,72179;1,533917;1,487784;2,176118;0;0;
176;-33,99491;-5,354621;-26,78334;-39,88567;1,344689;1,665714;1,538719;2,124314;0;0;
194;-32,19711;-12,93097;-25,36953;-42,10709;1,091388;1,739196;1,4982;2,073976;0;0;
215;-33,55139;-4,713771;-25,48309;-42,67035;1,108408;1,567353;1,399783;2,266631;0;0;
230;-35,52022;-5,830397;-24,52413;-41,00174;1,113268;1,491243;1,452753;2,006351;0;0;
247;-34,0269;-6,68295;-25,22894;-37,92472;1,067116;1,496634;1,339344;1,927604;0;0;
266;-31,84325;-9,385887;-23,74;-38,68606;1,341717;1,499776;1,340855;1,90563;0;0;
283;-33,56932;-4,188443;-23,89144;-37,64735;1,539942;1,6451;1,269031;1,836839;0;0;
299;-33,91907;-6,93934;-24,36928;-38,66153;1,428807;1,558158;1,326124;1,827426;0;0;
316;-33,91907;-6,93934;-24,36928;-38,66153;1,419932;1,614119;1,308623;1,844726;0;0;
334;-31,45397;-6,845734;-26,34022;-36,03112;1,471504;1,802633;1,33269;1,827137;0;0;
351;-35,75623;-8,722805;-24,49171;-40,26843;1,582023;1,829868;1,39323;1,938072;0;0;
367;-34,70981;-8,948995;-24,95306;-42,60009;1,258053;1,886817;1,47328;1,906383;0;0;
385;-34,71874;-7,053928;-26,65613;-51,34619;1,267736;1,761978;1,511458;1,996119;0;0;
401;-35,7392;-6,77102;-26,12234;-34,68317;1,376607;1,876179;1,529862;2,348162;0;0;
419;-32,06559;-5,881703;-22,0031;-44,31975;1,65759;1,963612;1,62976;2,556286;0;0;
434;-32,06559;-5,881703;-22,0031;-44,31975;1,803909;1,974667;1,713401;2,62738;0;0;
450;-33,43653;-8,831994;-24,86982;-38,64652;1,830018;1,804867;1,630064;2,757375;0;0;
468;-35,26448;-8,392712;-22,8831;-42,19645;1,841863;1,925744;1,643354;2,792419;0;0;
484;-35,79851;-8,404559;-25,64411;-40,71601;1,793453;1,819736;1,574243;2,440899;0;0;
499;-34,87343;-7,213297;-22,16345;-45,1545;1,579208;1,771175;1,522554;2,280149;0;0;
516;-34,87343;-7,213297;-22,16345;-45,1545;1,346362;1,579464;1,459627;2,200224;0;0;
534;-35,7337;-5,450399;-25,47833;-39,59716;1,4463;1,547815;1,306988;2,134;0;0;
551;-31,99267;-9,791578;-21,25342;-40,64752;1,412902;1,665775;1,345148;2,253992;0;0;
567;-33,26872;-8,720088;-25,50199;-40,20848;1,47672;1,54961;1,396129;2,033408;0;0;
583;-36,09315;-8,547878;-21,26145;-38,63633;1,487619;1,535296;1,472285;2,266097;0;0;
600;-36,09315;-8,547878;-21,26145;-38,63633;1,497432;1,540212;1,498106;2,362803;0;0;
617;-35,61763;-4,976977;-21,82004;-37,94527;1,284913;1,487355;1,602316;2,195734;0;0;
632;-35,61763;-4,976977;-21,82004;-37,94527;1,110548;1,511131;1,7514;2,134944;0;0;
650;-36,77996;-9,5444;-25,72363;-38,15528;1,053333;1,459681;1,798605;2,319096;0;0;
668;-33,91929;-7,042315;-25,34068;-40,58337;1,160774;1,433437;1,85178;2,255477;0;0;
689;-34,24116;-11,53841;-22,83026;-45,03943;1,291876;1,513694;1,733934;2,186919;0;0;
705;-33,76055;-5,464901;-24,51648;-41,22215;1,257061;1,873246;1,653756;2,175293;0;0;
721;-33,10719;-8,484263;-25,84267;-40,5597;1,435202;1,868369;1,608625;2,058423;0;0;
738;-38,41889;-5,697722;-24,52829;-38,94167;1,597608;1,930172;1,437418;1,923148;0;0;
753;-38,41889;-5,697722;-24,52829;-38,94167;1,669244;1,907292;1,275558;1,783486;0;0;
770;-32,18332;-7,485155;-23,90342;-43,41;1,752544;2,032701;1,228827;2,040625;0;0;
787;-32,97506;-5,143013;-23,23255;-39,14244;1,636304;1,74015;1,275811;1,788303;0;0;
803;-36,59852;-6,856789;-23,26389;-42,08278;1,628542;1,547315;1,223148;1,921574;0;0;
818;-34,50828;-9,073735;-23,15334;-40,48965;1,643573;1,510308;1,196875;2,016944;0;0;
834;-34,50828;-9,073735;-23,15334;-40,48965;1,559232;1,44999;1,22549;2,075116;0;0;
851;-34,28982;-5,257879;-25,72885;-35,23268;1,258285;1,594581;1,204091;2,192278;0;0;
869;-34,04678;-10,59306;-26,26553;-37,92997;1,445175;1,716584;1,138373;2,028872;0;0;
886;-33,90967;-5,874263;-29,58134;-40,11355;1,447853;1,716934;1,091124;2,01042;0;0;
902;-33,90436;-4,734634;-27,20022;-37,43915;1,348087;1,887713;1,193236;1,849029;0;0;
919;-35,13412;-6,423663;-25,73877;-42,21011;1,257479;2,019805;1,291683;2,160444;0;0;
935;-35,13412;-6,423663;-25,73877;-42,21011;1,313397;2,044796;1,426737;2,43145;0;0;
952;-31,01115;-4,716049;-25,38819;-38,89683;1,157707;2,024186;1,431578;2,325486;0;0;
970;-31,03835;-11,43732;-25,73743;-39,00386;1,215446;1,943871;1,491299;2,170178;0;0;
987;-35,06907;-5,946216;-26,11608;-41,95331;1,104059;1,942568;1,403318;2,260381;0;0;
1005;-30,34364;-12,88313;-22,80091;-44,5299;1,128484;1,901429;1,394286;2,270922;0;0;
1020;-36,25829;-3,008808;-25,85995;-40,82636;1,228027;1,944531;1,306353;2,103912;0;0;
1036;-36,25829;-3,008808;-25,85995;-40,82636;1,385046;1,939747;1,250415;2,099602;0;0;
1054;-34,14172;-10,48516;-23,94739;-38,04789;1,449461;2,069782;1,202783;2,120732;0;0;
1071;-32,49984;-7,287314;-21,55958;-38,28112;1,382445;2,059916;1,21002;2,196575;0;0;
1088;-32,81001;-10,079;-27,95002;-40,25237;1,414056;2,16854;1,126534;2,260002;0;0;
1103;-32,57297;-8,054444;-25,09753;-40,44867;1,383149;2,112998;1,361214;2,214998;0;0;
1121;-34,34627;-6,553371;-22,06052;-39,36631;1,377472;1,899033;1,526449;2,102682;0;0;
1137;-34,34627;-6,553371;-22,06052;-39,36631;1,360248;1,78314;1,708102;1,977088;0;0;
1153;-34,34627;-6,553371;-22,06052;-39,36631;1,393327;1,51791;1,852045;2,043628;0;0;
