Time;EMG1;EMG2;EMG3;EMG4;
26971;-34,88744;-8,740223;-22,18356;-81,38741;
26990;-33,2738;-7,880661;-1,850654;-19,63825;
27007;-32,89505;-6,150839;-37,07957;-70,13094;
27026;-31,41713;-4,058734;-17,24795;-36,28563;
27045;-36,57814;-8,627376;-19,27224;-30,75773;
27063;-36,57814;-8,627376;-19,27224;-30,75773;
27080;-37,1946;-7,404358;-31,81797;-31,1891;
27100;-35,24841;-6,614845;-15,97875;-87,48569;
27117;-31,39504;-9,739957;-32,75195;-54,30864;
27134;-36,21653;-4,623511;-34,58648;-32,15826;
27151;-34,38632;-6,078207;-22,7457;-27,95688;
27170;-32,08413;-7,419086;-47,22987;-31,51938;
27187;-36,89387;-7,67351;-26,50339;-40,72292;
27205;-33,28598;-5,174491;-30,04103;-51,83652;
27224;-34,86566;-4,964912;-20,54788;-39,49716;
27241;-34,86566;-4,964912;-20,54788;-39,49716;
27259;-30,94227;-6,051745;-42,80472;-29,87129;
27277;-36,40802;-8,391516;-18,9391;-37,35303;
27294;-31,8222;-5,830195;-9,125907;-45,27399;
27312;-32,93714;-11,60202;-24,10107;-30,42458;
27329;-34,28043;-8,027678;-25,83577;-35,48983;
27346;-32,91752;-7,441043;-24,34937;-38,24928;
27364;-34,90207;-3,528251;-5,823912;-48,26184;
27381;-34,90207;-3,528251;-5,823912;-48,26184;
27399;-35,49621;-7,270803;-20,34291;-37,93377;
27416;-35,73747;-7,238318;-30,73266;-32,57724;
27434;-31,5439;-7,350707;-15,23469;-41,22163;
27452;-33,90728;-5,797867;-19,40312;-33,5027;
27471;-36,59666;-6,702167;-13,90588;-42,03985;
27489;-36,02268;-6,433792;-20,92031;-46,6566;
27509;-31,81322;-4,340111;-34,5261;-41,08104;
27526;-32,86872;-6,07734;-22,90418;-33,75318;
27542;-32,86872;-6,07734;-22,90418;-33,75318;
27559;-33,53637;-8,577329;-15,65465;-53,50119;
27579;-36,8919;-9,006586;-30,77199;-41,65384;
27597;-33,55209;-6,710368;-43,55412;-43,96199;
27614;-36,04483;-6,519042;-27,89419;-29,45127;
27633;-34,69121;-11,93393;-29,29575;-46,2274;
27652;-35,42153;-7,021241;-9,189482;-38,37692;
27676;-31,77219;-8,490417;-37,76918;-39,06606;
27693;-32,63931;-5,525918;-28,99851;-26,23776;
27710;-33,39605;-3,011896;-20,45535;-53,29365;
27727;-35,38139;-7,587437;-20,48742;-32,75327;
27744;-31,33215;-5,821187;-20,6134;-45,66635;
27763;-31,33215;-5,821187;-20,6134;-45,66635;
27780;-33,71524;-7,620194;-23,58397;-43,10722;
27798;-35,37613;-7,421068;-26,18034;-30,21607;
27815;-35,4244;-4,503895;-27,18117;-34,95493;
27834;-32,54227;-6,693516;-28,54108;-33,22694;
27853;-34,0223;-11,07067;-25,82973;-51,74829;
27870;-36,61072;-3,582734;-26,10061;-30,77697;
27888;-35,27987;-6,264238;-30,99213;-61,03468;
27907;-31,5881;-9,813051;-23,20129;-46,92352;
27924;-34,74227;-7,542399;-49,40429;-36,48526;
27940;-34,74227;-7,542399;-49,40429;-36,48526;
27957;-33,95718;-6,594392;-15,90675;-47,94617;
27975;-35,74558;-7,167722;-39,89831;-8,600802;
27992;-35,42865;-6,070896;-7,553643;-59,2474;
28010;-35,614;-5,727932;-28,90612;-40,70992;
28028;-31,05192;-6,611585;-36,59996;-33,51585;
28046;-35,26128;-6,251747;-25,8285;-26,10621;
28065;-32,36874;-3,769342;-13,70264;-39,93344;
28082;-32,36874;-3,769342;-13,70264;-39,93344;
28099;-36,77056;-8,651038;-36,86174;-32,87933;
28117;-31,82623;-4,54147;-7,21005;-55,29804;
28135;-35,20031;-8,414814;-48,732;-37,82405;
28152;-36,55392;-5,338011;-26,10358;-30,81721;
28169;-33,53356;-7,067659;-38,17862;-52,37587;
28186;-35,61441;-8,284113;-48,76604;-51,65995;
28205;-7,963181;-16,48;-31,83141;-37,56018;
28224;-97,14057;-48,07609;-27,63351;-43,56525;
28243;-97,14057;-48,07609;-27,63351;-43,56525;
28259;-73,77727;-46,60881;-49,88174;-40,24533;
28277;-2,258643;-59,86894;0,8109654;-23,96204;
28295;-43,75759;-138,666;-81,98621;-41,02538;
28314;14,89551;85,82742;5,122624;-57,22181;
28335;-245,22;157,5305;-83,06862;-26,50689;
28353;-115,3216;-9,754163;-15,33385;-74,87926;
28372;236,57;35,4659;-28,42055;-11,67935;
28389;-16,12516;-63,77505;-89,03346;-71,98215;
28408;268,7635;1,405774;-306,3038;48,0789;
28427;-83,93851;-85,80972;41,74295;78,76479;
28446;-124,1534;-7,724663;-82,13816;-161,7276;
28461;-124,1534;-7,724663;-82,13816;-161,7276;
28478;-62,13862;-27,7398;209,6738;29,54738;
28495;-99,43541;-14,85224;9,586411;-73,22611;
28513;-46,48251;-13,77058;53,09807;-45,46464;
28530;-21,81594;6,948125;-21,15121;-33,11073;
28548;-36,82258;-3,86649;-23,39672;-47,81073;
28569;-42,29526;-16,37654;-35,51194;-210,5265;
28586;-36,14547;-9,842299;-137,7959;-44,50726;
28605;-6,983034;0,7019776;-47,0661;-7,698058;
28622;-6,983034;0,7019776;-47,0661;-7,698058;
28641;-34,76331;-9,174639;-21,358;-47,56648;
28658;-35,11094;-6,389325;-30,38487;-29,57148;
28675;-34,8847;-6,853502;-34,97202;-50,74847;
28693;-34,39145;-3,714617;0,1388754;-78,22231;
28714;-32,95257;-7,947969;-28,78086;-37,87973;
28735;-33,8491;-4,197904;-6,08913;-35,70289;
28754;-31,93472;-12,78666;-21,16834;-34,46255;
28772;-32,54407;-7,346226;-39,37676;-30,52497;
28789;-32,53429;-5,995492;-32,26155;-60,2286;
28807;-33,58124;-6,776198;-19,51759;-40,63519;
28825;-32,99344;-7,391729;-18,43238;-67,50157;
28844;-35,9647;-6,910198;-40,81523;-57,5164;
28860;-35,9647;-6,910198;-40,81523;-57,5164;
28877;-33,05984;-6,385704;-27,69613;-91,01268;
28894;-34,90486;-10,12683;-18,33083;-44,9854;
28912;-33,30003;-7,283201;-22,28136;-37,26382;
28932;-34,02032;-4,728435;-16,09639;-22,87848;
28948;-33,05231;-5,394044;-31,6141;-49,04686;
28965;-34,90737;-8,594916;-33,0717;-58,03232;
28982;-34,90737;-8,594916;-33,0717;-58,03232;
29000;-30,53124;-6,679638;-23,76987;-35,73624;
29019;-36,6003;-6,052943;-22,78297;-41,33521;
29037;-35,81263;-4,32379;-18,91959;-46,22435;
29053;-35,53427;-7,039783;-30,20771;-19,02871;
29069;-35,49642;-8,629197;-19,9835;-55,43094;
29084;-33,54575;-6,785227;-17,37256;-41,69598;
29103;-33,54575;-6,785227;-17,37256;-41,69598;
29120;-34,512;-6,424384;-17,42583;-51,07915;
29138;-33,10014;-5,889284;-23,6291;-40,73859;
29156;-32,27642;-5,208032;-17,62395;-41,60735;
29174;-36,12452;-8,027667;-22,93167;-31,0756;
29193;-33,53735;-4,800406;-19,57655;-38,69228;
29212;-33,27537;-8,762685;-26,87801;-41,12213;
29230;-34,85496;-5,248544;-12,44294;-39,65046;
29254;-33,9151;-9,115425;-47,98495;-35,19716;
29271;-32,56186;-3,742757;-13,23548;-40,98949;
29288;-34,26595;-8,38224;-28,13443;-45,24202;
29306;-32,00932;-8,206526;-23,9682;-64,55859;
29325;-34,38232;-7,661485;-31,71818;-44,67611;
29344;-34,26558;-2,023027;-24,87304;-40,958;
29361;-34,26558;-2,023027;-24,87304;-40,958;
29380;-32,45598;-5,266635;-19,56657;-32,67918;
29400;-35,86177;-9,63849;-28,66526;-33,74709;
29417;-34,36812;-7,070167;-44,23279;-44,85255;
29436;-35,0242;-6,674501;-20,82128;-41,87188;
29451;-36,28251;-4,007183;-31,1419;-45,73326;
29468;-35,4224;-6,434366;-13,18868;-31,51374;
29486;-33,92263;-5,953951;-22,92752;-45,0917;
29507;-37,39024;-5,933203;-34,20233;-37,93634;
29523;-34,76235;-6,785702;-20,47922;-35,24593;
29540;-34,76235;-6,785702;-20,47922;-35,24593;
29557;-35,60201;-5,458075;-35,03974;-37,36189;
29576;-34,73011;-6,131801;-19,96954;-43,09304;
29593;-33,24994;-6,432359;-30,05969;-24,25121;
29610;-32,68372;-6,415132;-27,91916;-43,59357;
29626;-33,73624;-8,012244;-28,17217;-47,94088;
29645;-33,90588;-4,005843;-25,21778;-37,61505;
29663;-33,90588;-4,005843;-25,21778;-37,61505;
29678;-33,22747;-3,722946;-22,04358;-41,96352;
29696;-31,90289;-6,322603;-24,36479;-38,66092;
29714;-34,39843;-10,73041;-24,08306;-42,00603;
29733;-33,04955;-5,708786;-20,62405;-44,70773;
29750;-34,34488;-4,981998;-22,69679;-41,55103;
29767;-34,66312;-5,3264;-37,95869;-35,82512;
29784;-36,9206;-6,074211;-22,69085;-33,27108;
29801;-36,9206;-6,074211;-22,69085;-33,27108;
29818;-35,24246;-5,714551;-22,72222;-47,47168;
29836;-34,70509;-8,290838;-25,64949;-41,2026;
29853;-31,30824;-7,020305;-24,89909;-47,95854;
29872;-36,04738;-6,626585;-26,10669;-26,51092;
29888;-34,53971;-8,033656;-25,81412;-37,32926;
29906;-33,5637;-6,366693;-33,47966;-28,87444;
29924;-33,69447;-9,021785;-22,16722;-43,92709;
29942;-33,69447;-9,021785;-22,16722;-43,92709;
29958;-34,52539;-5,340795;-21,47648;-32,7459;
29975;-34,47251;-5,751123;-27,90464;-43,6907;
29993;-7,753311;5,67321;-19,9202;-41,94645;
30011;-14,68335;-3,985207;-28,03545;-38,79666;
30031;-51,77617;32,20116;-16,16833;-39,8454;
30048;62,76419;17,25875;-21,09766;-36,2743;
30066;-135,011;-72,15127;-25,92368;-40,91776;
30085;-271,8247;-159,1783;-29,52327;-37,03175;
30103;-271,8247;-159,1783;-29,52327;-37,03175;
30122;-166,998;-51,50893;-25,85598;-36,09163;
30141;40,47992;6,598008;-29,14761;-35,94577;
30164;-32,22548;-61,05237;-34,00596;-17,16512;
30183;118,8214;-74,26096;-17,09693;-40,24914;
30201;118,8214;-74,26096;-17,09693;-40,24914;
30219;-41,00921;-11,08624;-133,9862;-15,64786;
30237;-26,92491;-6,134454;-81,99617;-21,01987;
30257;-45,38506;15,24403;30,9028;0,1657387;
30274;-36,74818;-15,79234;-38,72926;-37,74386;
30290;-36,21896;-6,412333;-16,71323;-50,1586;
30309;-36,1926;-3,020791;-38,44263;-42,70545;
30327;-34,12247;-8,002066;4,966813;-148,7124;
30344;-31,07904;-5,09967;-120,9021;-167,1849;
30361;-31,07904;-5,09967;-120,9021;-167,1849;
30378;-35,86296;-7,672617;58,32711;-13,24357;
30397;-32,64764;-18,10504;-18,85427;24,88178;
30416;-32,1132;-8,763937;-36,11903;58,44204;
30434;-37,20306;-5,306354;-189,6865;12,55009;
30452;-31,93798;-5,111143;96,65878;20,67541;
30470;-33,73503;-4,959723;-18,85628;-27,9629;
30488;-34,8922;-6,319626;-92,53965;-85,48827;
30507;-33,49406;-5,631259;-3,761761;-28,82835;
30526;-33,76721;-7,405323;-6,847803;-19,30776;
30544;-35,14272;-5,207717;15,10874;-157,5448;
30563;-35,14272;-5,207717;15,10874;-157,5448;
30581;-33,53787;-4,449415;-36,60623;-45,11673;
30598;-36,10817;-8,227204;-23,2485;-40,70499;
30614;-35,92725;-3,216695;7,67243;-45,40977;
30634;-34,99796;-7,317939;-32,26204;-71,7916;
30654;-33,72016;-7,421056;-25,73272;-31,95695;
30674;-34,38839;-7,401103;-19,45654;-23,935;
30689;-35,261;-5,937055;-26,46606;-22,60263;
30708;-32,91201;-7,044633;-28,86951;-57,46289;
30726;-33,64888;-6,674912;-24,86277;-57,46914;
30742;-33,64888;-6,674912;-24,86277;-57,46914;
30758;-32,07203;-4,582051;-29,61541;-25,82373;
30776;-34,51846;-3,253073;-36,48078;-36,04315;
30794;-33,71795;-6,599025;-19,93511;-98,22668;
30811;-35,24979;-5,677691;-30,24006;-57,90664;
30829;-32,54292;-7,059444;-17,35293;-23,76126;
30851;-35,34417;-8,954386;-26,65718;-47,59096;
30870;-34,33153;-5,237309;-33,3188;-18,3215;
30887;-33,25605;-3,777037;-20,82353;-29,09666;
30904;-31,45883;-6,18534;-20,64613;-37,8476;
30922;-31,45883;-6,18534;-20,64613;-37,8476;
30941;-34,04081;-8,016264;-24,12796;-44,55646;
30959;-35,72776;-8,04672;-18,08946;-36,54617;
30978;-34,07169;-7,171091;-26,82379;-47,74508;
30995;-32,70168;-4,890614;-28,52024;-45,62142;
31011;-33,89627;-6,91634;-21,89829;-49,1401;
31029;-35,50374;-9,477515;-27,44165;-33,41082;
31047;-32,54219;-6,406007;-25,97734;-27,38758;
31062;-32,54219;-6,406007;-25,97734;-27,38758;
31078;-33,30282;-5,022229;-23,38091;-50,65969;
31096;-34,52944;-11,70593;-29,11489;-27,90522;
31114;-37,21379;-5,187887;-21,11374;-43,53485;
31133;-33,24782;-7,665328;-21,36056;-17,27043;
31150;-32,29123;-7,04224;-30,36325;-31,51451;
31169;-35,45055;-2,965184;-19,48092;-38,31786;
31187;-32,97601;-8,567249;-34,97401;-32,67992;
31203;-34,16751;-6,248759;-27,27115;-35,37203;
31220;-34,16751;-6,248759;-27,27115;-35,37203;
31239;-34,39874;-9,162384;-23,79751;-45,83781;
31258;-35,08283;-6,86153;-30,13071;-47,31511;
31280;-32,99266;-4,974185;-29,70602;-43,12231;
31297;-33,26131;-4,347658;-36,24194;-59,64598;
31318;-33,53508;-6,918717;-24,96554;-37,47573;
31335;-35,41364;-1,84317;-24,75449;-45,28352;
31352;-35,43562;-8,164144;-36,59784;-36,89995;
31370;-31,43788;-5,672167;-13,85116;-36,69754;
31388;-33,57915;-4,42444;-26,82714;-35,57011;
31405;-33,00447;-11,34729;-16,04063;-31,91792;
31422;-33,00447;-11,34729;-16,04063;-31,91792;
31440;-36,71509;-6,008436;-32,81035;-38,28909;
31457;-31,70048;-4,838632;-27,5434;-36,88921;
31474;-31,58213;-5,18824;-32,27969;-31,99638;
31491;-34,07625;-7,297417;-30,42982;-42,0546;
31508;-35,24434;-7,235195;-29,52361;-52,98189;
31527;-35,68816;-5,83499;-26,49425;-50,21054;
31545;-36,59863;-7,138719;-26,52669;-34,25817;
31565;-35,60522;-6,304672;-22,7987;-36,34094;
31581;-35,60522;-6,304672;-22,7987;-36,34094;
31599;-29,32588;-6,049255;-28,54009;-39,45878;
31617;-33,04376;-7,460549;-29,88625;-35,66608;
31634;-35,34947;-7,388836;-31,65517;-45,69429;
31653;-31,99361;-8,703289;-20,54999;-38,23811;
31671;-33,52311;-6,694102;-31,79821;-43,29021;
31687;-34,92114;-9,739305;-33,98764;-44,88837;
31704;-32,19355;-4,688037;-18,96127;-35,72857;
31720;-32,19355;-4,688037;-18,96127;-35,72857;
31738;-33,26524;-6,059286;-22,89394;-32,58889;
31756;-33,3994;-9,000616;-19,82509;-48,58899;
31774;-35,24196;-7,816546;-24,31556;-33,78197;
31792;-41,87051;-5,739898;-25,2154;-39,73035;
31811;-35,01062;-3,242943;-24,98789;-45,9318;
31829;-38,12149;-9,504014;-34,10984;-33,95679;
31848;-44,45486;-10,90398;-31,59889;-40,83361;
31867;-1,686156;47,03491;-24,53099;-32,64457;
31886;-22,75187;-35,51378;-27,66983;-49,03829;
31903;-22,75187;-35,51378;-27,66983;-49,03829;
31921;-30,84761;149,705;-25,59914;-34,35463;
31938;7,315227;-79,40656;-27,04858;-40,57602;
31955;-3,835824;-40,99647;-23,19124;-62,15946;
31974;-70,03005;-18,25303;-23,37765;-34,41657;
31991;-58,33651;-26,73956;-26,82394;-39,59391;
32010;-53,21703;243,5484;-25,72714;-47,70017;
32030;-135,4379;-91,15415;-28,24798;-40,61164;
32049;-81,24155;-18,1783;-24,14863;-35,75251;
32065;-66,33573;-25,70339;-17,4978;-47,29173;
32084;-24,0156;26,56555;-33,53456;-45,49881;
32104;39,27062;6,44098;-20,90487;-26,42246;
32125;-33,53026;-19,59528;-16,64081;-33,11399;
32144;-33,29238;-5,888627;-41,44659;-17,88552;
32160;-33,29238;-5,888627;-41,44659;-17,88552;
32177;-33,58902;-6,289483;5,360371;-158,4185;
32195;-36,41093;-9,36587;28,72091;-100,187;
32212;-37,58036;-4,326224;100,4426;-250,7845;
32231;-35,86605;-8,407131;-103,2427;127,8809;
32250;-34,26699;-10,89821;-146,2768;152,8114;
32268;-34,26699;-10,89821;-146,2768;152,8114;
32288;-31,22323;-6,244684;-99,90977;-98,43111;
32308;-30,37912;-5,328979;353,0312;-137,29;
32327;-32,72431;-6,924825;-67,70375;-108,9256;
32345;-33,6715;-5,183461;-15,83328;-10,80328;
32362;-33,6715;-5,183461;-15,83328;-10,80328;
32380;-36,33736;-7,891548;-13,48445;-43,15804;
32396;-33,54105;-6,072277;2,805578;-17,17489;
32414;-34,70776;-6,884278;-24,74048;-38,89154;
32444;-37,81182;-8,04585;-26,09114;-23,46652;
32462;-33,19909;-6,463722;-36,60623;-41,73745;
32481;-32,55849;-10,60844;-29,75325;-41,76801;
32498;-34,07396;-6,066362;-22,27049;-50,51268;
32515;-32,99802;-6,549162;-18,5811;-67,08339;
32534;-30,45796;-6,588115;-17,54363;-50,36598;
32552;-31,44343;-5,523865;-22,63079;21,85528;
32572;-34,70776;-4,450937;-18,422;-67,75391;
32590;-42,78578;-13,4803;-31,2304;-42,77058;
32609;-39,61702;-1,913313;-26,3178;-12,27374;
32627;-32,61499;-9,107196;-24,66003;-17,20398;
32645;-63,10541;-26,04628;-57,70784;-44,04919;
32662;-63,10541;-26,04628;-57,70784;-44,04919;
32678;91,10124;84,5058;-23,8905;-38,0704;
32696;81,31928;115,953;-27,79997;-37,16017;
32713;-160,6197;-140,9;-26,84741;-47,36303;
32732;-35,9698;13,13879;-25,36025;-53,42058;
32751;-150,7978;-134,5634;-19,62722;6,302374;
32769;220,6379;60,73052;-24,14484;-102,8071;
32787;22,40014;-50,02435;-23,68929;-33,01212;
32803;-14,04239;117,3796;-27,93548;-38,35754;
32819;-14,04239;117,3796;-27,93548;-38,35754;
32838;-199,6774;-29,67328;-20,32882;-46,47054;
32858;-60,10646;-3,037967;-26,94873;-46,29351;
32878;-18,24143;12,28411;-22,70078;-21,95161;
32898;-14,32027;139,8217;-24,60596;-13,19473;
32918;-27,27719;-4,770331;-15,68512;-33,54015;
32958;-34,70015;-2,107501;8,820537;-82,8632;
32979;-35,24236;-7,317447;37,23668;-44,29863;
32996;-31,96074;-6,688865;-25,91897;1,101726;
33012;-34,24571;-6,05042;-90,72394;-350,1179;
33029;-33,89281;-5,81428;78,16485;-85,43472;
33049;-33,24471;-8,730898;76,24751;-224,9101;
33066;-34,27823;-5,956534;-27,70088;-30,13405;
33083;-34,27823;-5,956534;-27,70088;-30,13405;
33102;-35,59679;-7,310711;-4,528339;-111,6241;
33120;-37,5815;-7,224623;-52,3939;-46,85501;
33137;-34,4591;-5,397597;6,18169;-98,87357;
33154;-35,6899;-7,571209;-18,40989;-36,88842;
33172;-34,17345;-7,774026;-17,35661;-20,2816;
33190;-33,17844;-9,226682;-45,28229;-50,09814;
33210;-33,39619;-6,605005;-28,42656;-41,77325;
33229;-34,19069;-5,941372;-21,63418;-6,833431;
33250;-33,84037;-8,395831;-34,03577;-58,03076;
33268;-32,87701;-4,06226;-39,7411;-67,66649;
33286;-35,70495;-8,218947;-29,43916;-36,23518;
33303;-35,04857;-6,595957;-21,32698;-33,77107;
33320;-35,04857;-6,595957;-21,32698;-33,77107;
33336;-31,77843;-10,77938;-16,26423;-35,66605;
33355;-35,14847;-6,633504;-31,19441;-54,80012;
33373;-32,5623;-8,403406;-30,82371;-18,88631;
33392;-32,08383;-8,397275;-9,111706;-48,69528;
33408;-35,23929;-10,12985;-29,86391;-37,90094;
33424;-33,04079;-7,065823;-34,35388;-41,69058;
33444;-35,85523;0,6201711;-28,77226;24,64862;
33461;-35,85523;0,6201711;-28,77226;24,64862;
33479;-34,61294;-7,0588;-34,82846;-46,34861;
33497;-33,16419;-5,700346;-22,92774;-27,40526;
33517;-35,97253;-5,345992;-23,6716;-42,10038;
33534;-32,08261;-12,54294;-25,59955;-37,58752;
33551;-32,69968;-5,831258;-29,14747;-58,12348;
33568;-32,64716;-8,406698;-26,36489;-37,41178;
33585;-33,16499;-8,483673;-19,63209;-49,33447;
33602;-33,16499;-8,483673;-19,63209;-49,33447;
33619;-32,9229;-8,651951;-29,12046;-43,55521;
33637;-35,36486;-5,321371;-17,90172;-39,35663;
33656;-33,89749;-7,125165;-31,96063;-38,80998;
33672;-33,05527;-8,212217;-28,64588;-24,19335;
33688;-34,77184;-5,942204;-18,82698;-25,49689;
33706;-34,44094;-7,363405;-31,14797;-39,94324;
33724;-37,22628;-8,027694;-23,40327;-37,94816;
33740;-37,22628;-8,027694;-23,40327;-37,94816;
33758;-37,11628;-7,374489;-27,30764;-43,06028;
33775;-56,06202;-7,137725;-27,93473;-43,06092;
33793;-45,07309;-11,40804;-20,46481;-31,6791;
33810;-33,07121;-5,590451;-20,58924;-43,4131;
33828;-35,2798;-2,989121;-28,2015;-48,57591;
33849;-37,16239;-5,153216;-24,22151;-32,63269;
33864;-44,80004;-5,681682;-30,72188;-46,62833;
33882;-44,80004;-5,681682;-30,72188;-46,62833;
33898;-43,81895;-52,90707;-12,98548;-39,53446;
33917;-64,92059;66,52734;-29,00206;-28,30473;
33934;-79,43678;-114,7751;-1,795968;-42,95166;
33953;-25,45347;-99,5109;-21,97605;-34,88998;
33972;-123,8156;-106,7118;-9,752236;-26,31441;
33991;-76,09499;-37,37653;-33,58447;-28,32532;
34008;-140,8529;-148,8779;-0,290818;-48,08823;
34028;-47,20942;-22,40096;-128,2483;-29,85335;
34053;-54,77546;-39,64155;84,14487;-62,11897;
34070;4,63267;35,01347;47,03331;-31,11101;
34087;-23,84308;137,811;-89,91051;-56,802;
34104;-38,7524;-17,16499;-362,2219;-140,3964;
34122;-38,7524;-17,16499;-362,2219;-140,3964;
34139;-32,27583;-3,653569;-118,1615;107,3887;
34157;-36,14576;-2,18329;-354,1231;-44,03926;
34175;-35,24268;-2,947602;20,83216;-33,62502;
34192;-34,92873;-4,713221;36,74267;75,72235;
34208;-35,07701;-6,064472;9,580093;19,02266;
34225;-32,27436;-6,246266;-18,27117;-25,25251;
34244;-35,98297;-3,283869;-7,437021;-36,04913;
34261;-35,98297;-3,283869;-7,437021;-36,04913;
34279;-32,65599;-5,970183;-19,23344;-41,29726;
34296;-36,6674;-6,272355;-48,97848;-36,41681;
34315;-32,90577;-3,599058;-21,09906;-44,39979;
34334;-36,23415;-3,884028;-8,717527;-29,09743;
34354;-34,27248;-4,97431;-24,76127;-44,00755;
34374;-32,75478;-9,559855;-33,4404;-45,97889;
34392;-30,05256;-6,898223;-24,92089;-29,16578;
34411;-35,19911;-5,356567;-20,73113;-27,5101;
34429;-30,24642;-4,043168;-29,02738;-42,3671;
34445;-34,66539;-8,748175;-27,31799;-49,31927;
34465;-30,05509;-1,201904;-29,07862;-30,75443;
34483;-30,05509;-1,201904;-29,07862;-30,75443;
34500;-33,8572;-6,554015;-12,81488;51,85259;
34517;-38,54837;-9,362373;-23,82385;-73,11176;
34534;-36,5964;-24,52683;-24,13722;-48,05054;
34550;-26,97763;44,05464;-28,73918;-40,00181;
34568;-22,35306;57,34981;-11,41861;-36,42107;
34586;-102,2702;-79,36487;-32,94994;-36,91214;
34604;76,2831;50,71796;-14,5663;-34,90508;
34620;76,2831;50,71796;-14,5663;-34,90508;
34638;-8,531202;-106,5411;-27,01633;-38,78476;
34655;-93,1451;69,84238;-24,13977;-37,5547;
34674;-72,48974;-24,7428;65,86405;-33,07807;
34692;-21,9979;90,70012;-26,15506;-28,28118;
34713;-132,8454;-20,68027;-24,50185;-37,00373;
34730;-42,17429;-1,873155;-19,64358;-42,70714;
34748;-67,32377;100,5169;-28,78939;-35,30121;
34768;-33,56839;-7,406805;0,08284107;-72,50132;
34786;-37,30664;-14,12597;-109,627;-24,38101;
34802;-37,30664;-14,12597;-109,627;-24,38101;
34820;-23,53506;-85,16045;-72,41256;37,59332;
34842;-38,04223;-1,105116;48,87671;-34,14188;
34863;-32,56703;-4,718977;-172,3126;-31,57553;
34879;-33,31895;-1,305198;194,5796;-437,1475;
34897;-47,91814;-6,33287;-343,0718;127,2414;
34915;-30,19752;1,355818;-81,07513;-5,034326;
34931;-33,04909;-7,073191;28,00879;17,73315;
34950;-32,02872;-9,470048;308,5313;-101,9469;
34969;-36,42405;-6,081173;-14,81836;-14,78516;
34989;-30,90103;-7,31724;-42,592;-7,791008;
35010;-33,62086;-7,04006;14,03783;-18,43246;
35028;-34,63698;-3,905932;-16,80438;-47,41095;
35046;-32,25904;-7,279536;-44,25081;-40,07015;
35067;-34,49875;-6,417329;-35,68443;-24,08805;
35087;-31,63716;-4,970217;-19,28145;-32,00049;
35105;-34,62212;-10,1007;-24,3385;-41,48878;
35121;-34,62212;-10,1007;-24,3385;-41,48878;
35138;-36,8527;-8,972538;-25,768;-34,96761;
35156;-35,42719;-5,597126;-13,53661;-59,07387;
35175;-33,97064;-7,005571;-35,00473;-38,2532;
35193;-35,41037;-8,601677;-36,95207;-40,77613;
35210;-33,04027;-8,764336;-11,73469;-61,7492;
35226;-31,1992;-4,089792;-42,98863;-52,67981;
35244;-33,93433;0,3455808;-33,11987;-22,75985;
35262;-33,93433;0,3455808;-33,11987;-22,75985;
35279;-41,37438;-8,596169;-36,42896;-34,85304;
35297;-33,33465;-12,34068;-22,49057;-57,41854;
35318;-36,75575;-4,72106;-20,13879;-41,98719;
35336;-36,43677;-9,752693;-24,55451;-29,10244;
35356;-5,215468;34,41504;-24,33819;25,94153;
35374;-32,88375;-8,100415;-37,81102;-61,95973;
35392;-34,54559;-5,55064;-24,51531;-4,718833;
35407;-26,73635;-5,597217;-24,44525;-24,28522;
35423;-29,25919;-20,5362;-36,65668;-42,54519;
35440;-29,25919;-20,5362;-36,65668;-42,54519;
35458;-50,77423;-0,9089322;-0,613322;-27,96755;
35475;152,681;199,9176;-27,91297;-52,17421;
35491;-54,06202;-3,70944;-34,77999;-50,66053;
35508;-98,37687;-68,11314;-24,32249;-42,90217;
35526;86,17532;333,9669;-32,19702;-41,24085;
35543;86,17532;333,9669;-32,19702;-41,24085;
35560;211,4971;131,8291;-17,4224;-36,33329;
35582;-84,09389;-14,05787;-60,05495;-71,5778;
35598;-14,30826;125,0767;39,89392;57,56216;
35615;-104,662;-46,89454;-68,35023;20,03212;
35639;-31,20306;-7,4393;125,7641;52,27116;
35658;-66,65861;36,24961;186,3758;-61,38226;
35677;-38,05222;-21,34948;-383,9351;2,006534;
35696;-33,23374;-7,517462;7,4592;-37,26651;
35716;-12,36798;-5,909979;-5,716496;-43,66771;
35735;-33,41261;-6,431738;150,8806;-61,37013;
35753;-31,50484;-2,22944;-44,75626;-7,80249;
35774;-36,02909;-6,86337;61,13206;-81,92348;
35793;-43,98162;-6,428191;-36,87796;-49,65923;
35815;-36,81178;-10,69044;-118,7419;-71,73309;
35831;-36,423;-7,878909;5,135601;-99,10555;
35852;-30,22588;-7,036832;-3,290919;-78,40726;
35872;-35,62056;-9,254926;-40,74931;-53,09582;
35893;-32,56;-4,338309;-21,70296;-47,67318;
35913;-28,03758;-12,1899;-21,43006;-29,44892;
35933;-35,3062;-9,362347;-11,72093;-34,34208;
35954;-34,88823;-9,368825;-14,47739;-76,65125;
35971;-33,37527;-10,52523;-25,72979;-13,71116;
35992;-32,74662;-5,70694;-34,8984;-57,43238;
36012;-35,73938;-6,869635;-28,71498;-35,29791;
36032;-32,85954;-8,401477;-13,90159;-34,83554;
36052;-38,83125;-2,764226;-30,42183;-20,80233;
36070;-35,10168;-7,240273;-25,51062;-50,63699;
36089;-33,7768;-1,659869;-28,95814;-35,4294;
