Time;EMG1;EMG2;EMG3;EMG4;
1059704;-32,67239;-44,80295;-27,71751;-17,53227;
1059719;-32,67239;-44,80295;-27,71751;-17,53227;
1059733;-9,811794;-0,8368985;-27,33198;-57,74673;
1059748;-30,01665;49,83688;-19,39648;-50,72116;
1059761;-30,01665;49,83688;-19,39648;-50,72116;
1059776;-35,67358;11,42942;-59,53012;-441,3895;
1059792;-34,04395;-10,54588;-38,77694;29,37558;
1059806;-36,61572;-8,773137;12,20544;-113,4569;
1059820;-36,61572;-8,773137;12,20544;-113,4569;
1059838;-34,06792;-8,078776;-24,9954;61,95717;
1059853;-33,75981;-6,305872;-41,18135;-42,74908;
1059869;-32,54287;-0,6735045;-1,94666;-89,00529;
1059883;-32,54287;-0,6735045;-1,94666;-89,00529;
1059897;-33,65159;-7,41238;-17,54255;-11,52626;
1059914;-32,99274;-6,152006;-10,71775;-25,2373;
1059931;-33,7833;-6,11958;-10,91792;24,74847;
1059948;-32,25212;-10,71591;-15,05601;-36,89704;
1059962;-32,25212;-10,71591;-15,05601;-36,89704;
1059976;-31,93937;-8,706883;-6,468202;76,36482;
1059990;-31,93937;-8,706883;-6,468202;76,36482;
2000003;-35,5645;-5,714049;-23,92916;-52,83874;
2000017;-35,5645;-5,714049;-23,92916;-52,83874;
2000032;-33,95489;-4,725694;-15,06698;-11,31629;
2000048;-35,38118;-7,288063;-33,49443;-45,04564;
2000065;-36,66758;-3,931648;-21,87307;-30,90634;
2000082;-36,66758;-3,931648;-21,87307;-30,90634;
2000100;-35,13845;-7,659505;-37,32047;-40,3512;
2000114;-36,25196;-6,198148;-21,77468;-47,5221;
2000128;-31,76188;-6,227033;-19,16921;-30,3636;
2000141;-31,76188;-6,227033;-19,16921;-30,3636;
2000155;-32,80994;-11,05979;-6,927941;-18,29241;
2000171;-32,80994;-11,05979;-6,927941;-18,29241;
2000185;-32,76138;-7,776524;-21,81849;-23,10969;
2000200;-32,76138;-7,776524;-21,81849;-23,10969;
2000216;-33,39445;-4,959951;-24,52203;-37,69366;
2000232;-35,22302;-3,748234;-27,87011;-41,97514;
2000247;-33,798;-6,844392;-25,74931;-26,46588;
2000263;-33,798;-6,844392;-25,74931;-26,46588;
2000275;-35,43107;-9,121775;-22,69479;-47,92832;
2000289;-36,96041;-11,44679;-32,27056;-55,2942;
2000303;-36,96041;-11,44679;-32,27056;-55,2942;
2000317;-33,62978;-8,461056;-24,57115;-33,2341;
2000329;-33,62978;-8,461056;-24,57115;-33,2341;
2000343;-31,06642;-6,185413;-31,60524;-40,70259;
2000358;-31,06642;-6,185413;-31,60524;-40,70259;
2000373;-32,18913;-5,921423;-28,51504;-27,54982;
2000388;-33,39665;-7,779913;-36,96244;-52,61216;
2000402;-33,39665;-7,779913;-36,96244;-52,61216;
2000416;-35,50574;-7,579364;-28,53964;-49,64994;
2000431;-34,73786;-6,729234;-28,02739;-34,28553;
2000447;-34,78881;-7,482425;-13,32308;-45,37409;
2000462;-34,78881;-7,482425;-13,32308;-45,37409;
2000475;-37,69905;-6,538617;-11,57769;-41,11931;
2000489;-31,37864;-8,757242;-33,85869;-40,36166;
2000503;-31,37864;-8,757242;-33,85869;-40,36166;
2000518;-31,68665;-3,909568;-26,63653;-41,31735;
2000533;-33,06574;-2,202749;-26,75081;-36,12981;
2000547;-32,9458;-3,603302;-21,01552;-42,75904;
2000562;-32,9458;-3,603302;-21,01552;-42,75904;
2000577;-33,77733;-4,690996;-22,47365;-39,55996;
2000591;-35,49739;-11,60143;-26,00014;-47,13428;
2000604;-34,52256;-4,435242;-15,46894;-38,59426;
2000620;-34,52256;-4,435242;-15,46894;-38,59426;
2000634;-33,93273;-3,083065;-28,68552;-46,46199;
2000650;-39,97122;5,704926;-26,24825;-38,68078;
2000664;-37,78066;-7,791028;-31,06729;-43,52195;
2000678;-37,78066;-7,791028;-31,06729;-43,52195;
2000691;251,3711;266,4568;-22,20549;-41,59346;
2000705;-38,85448;191,3734;-21,81602;-42,34501;
2000720;-38,85448;191,3734;-21,81602;-42,34501;
2000735;-60,79881;23,72309;-19,91286;-48,24926;
2000748;-10,54947;-79,92928;-16,54918;-40,4374;
2000762;-10,54947;-79,92928;-16,54918;-40,4374;
2000784;159,5899;15,84229;-14,25036;-39,38445;
2000798;159,5899;15,84229;-14,25036;-39,38445;
2000811;-151,82;-2,58884;-27,94265;-36,74718;
2000825;-12,15403;24,60182;-20,45271;-41,20359;
2000843;-12,15403;24,60182;-20,45271;-41,20359;
2000860;55,20265;-42,07281;-16,42379;-45,45096;
2000876;-83,85308;-0,08944043;-21,53968;-30,43999;
2000893;-37,90268;-5,658414;-33,43384;-41,36489;
2000910;-24,70585;21,67788;-20,59865;-13,26813;
2000927;-36,65329;-10,34521;-22,49902;-33,36314;
2000942;-36,65329;-10,34521;-22,49902;-33,36314;
2000959;-34,25319;-0,09323227;-36,7646;-60,48877;
2000978;-40,8571;-10,04986;-2,916645;141,3842;
2000994;-32,1975;-0,1908845;-26,70549;-43,87925;
2001012;-39,25188;-10,89666;-40,16141;-54,84291;
2001029;-35,7924;-8,20885;-48,32784;-130,1561;
2001047;-31,13488;-6,64506;-82,12209;-116,8876;
2001065;-34,52929;-10,18335;-61,82231;-100,0007;
2001085;-31,92775;-3,831115;-25,14589;3,047272;
2001101;-31,92775;-3,831115;-25,14589;3,047272;
2001117;-33,26913;-7,407073;-22,1738;-58,13248;
2001133;-35,75881;-6,485925;-52,55305;-78,29699;
2001151;-34,26548;-5,234622;-29,57625;-82,96851;
2001172;-35,28497;-5,845712;-31,5681;-35,43547;
2001192;-33,03836;-6,578661;-15,24435;-40,77771;
2001212;-37,0487;-5,877437;-41,5574;-49,91736;
2001231;-31,08478;-6,149269;24,7824;-32,90928;
2001252;-34,75047;-6,421617;9,351106;-29,41476;
2001270;-32,54782;-11,83229;-27,71709;-47,63301;
2001288;-32,54782;-11,83229;-27,71709;-47,63301;
2001305;-33,27179;-3,721581;-22,94341;-55,71931;
2001324;-33,71585;-6,929221;-19,63235;-33,54537;
2001344;-36,87145;-8,753879;-34,00533;-37,16443;
2001360;-36,87145;-8,753879;-34,00533;-37,16443;
2001377;-43,13124;-12,77955;-15,76186;-33,52061;
2001394;-21,40953;11,57805;-26,09723;-41,881;
2001410;-26,12344;6,858028;-5,361522;-29,82283;
2001427;-47,88948;-5,337658;-22,8093;-47,70147;
2001444;-33,83062;-61,04025;-28,50355;-43,19231;
2001460;-33,83062;-61,04025;-28,50355;-43,19231;
2001476;-126,5859;-62,72522;-20,31667;-38,3256;
2001494;263,387;368,2028;-41,59222;-42,21489;
2001511;-192,7958;-266,7604;-13,74124;-27,86122;
2001529;-198,1199;-123,343;-24,78343;-48,33614;
2001544;59,13833;117,5711;-89,64885;-35,77725;
2001558;59,13833;117,5711;-89,64885;-35,77725;
2001573;19,53701;-56,18682;-30,6258;-44,80478;
2001586;-55,31895;-6,605162;-35,35804;-53,00256;
2001599;-55,31895;-6,605162;-35,35804;-53,00256;
2001612;-50,95815;-38,11922;-24,08049;-23,76431;
2001628;42,82917;78,60938;-42,67574;-226,1362;
2001645;-33,10963;-1,299003;-18,14253;12,5202;
2001661;-33,10963;-1,299003;-18,14253;12,5202;
2001675;-38,45457;-8,989573;-32,71295;72,74543;
2001690;-40,24253;-8,757881;6,293468;-100,9869;
2001705;-36,49886;-8,869291;-21,04431;104,9145;
2001719;-36,49886;-8,869291;-21,04431;104,9145;
2001734;-34,64672;-8,512041;2,711327;52,45629;
2001751;-31,44556;-6,741732;-23,70615;-9,376155;
2001767;-34,88364;-7,418456;-26,06167;-52,55832;
2001782;-34,88364;-7,418456;-26,06167;-52,55832;
2001797;-33,77412;-5,301672;-45,49364;-21,5873;
2001812;-33,89598;-7,420578;-34,54828;-61,60265;
2001828;-33,89598;-7,420578;-34,54828;-61,60265;
2001843;-33,89598;-7,420578;-34,54828;-61,60265;
2001858;-31,57659;-10,37829;-26,43452;-40,16994;
2001872;-33,54276;-6,851913;-20,43161;8,569902;
2001887;-33,48703;-11,32009;-20,09052;-29,8557;
2001901;-33,48703;-11,32009;-20,09052;-29,8557;
2001916;-36,42276;-1,087707;-24,64063;-34,12012;
2001930;-38,85843;-5,743715;-43,9943;-49,02162;
2001945;-34,53976;-6,117676;2,439853;-33,47216;
2001961;-34,53976;-6,117676;2,439853;-33,47216;
2001975;-34,84716;-11,0924;-32,59903;-33,89997;
2001989;-35,62689;-6,265497;-15,62686;-37,87977;
2002004;-33,785;-6,793398;-27,19202;-44,49576;
2002019;-33,785;-6,793398;-27,19202;-44,49576;
2002032;-33,78888;-7,048841;-39,16281;-44,76447;
2002048;-31,47749;-5,922292;-17,66896;-48,0859;
2002063;-31,47749;-5,922292;-17,66896;-48,0859;
2002077;-51,16758;-31,85977;-26,24984;-35,30615;
2002092;1,260097;31,66744;-4,434764;-31,82828;
2002106;-31,01581;-6,418802;-17,25232;-52,11195;
2002120;-31,01581;-6,418802;-17,25232;-52,11195;
2002134;-35,73201;-8,463949;-35,50259;-50,75465;
2002149;-35,63176;-11,59684;-30,37983;-45,9821;
2002164;-35,68063;-6,428514;-13,51962;-44,38854;
2002186;-35,59546;-7,681944;-21,98002;-33,46844;
2002200;-35,59546;-7,681944;-21,98002;-33,46844;
2002214;-33,25422;-7,042464;-24,28938;-42,12985;
2002230;-31,71592;-5,45672;-31,35532;-37,94019;
2002245;-34,40227;-5,102773;-26,26664;-54,68852;
2002259;-34,40227;-5,102773;-26,26664;-54,68852;
2002274;-33,27427;-5,68553;-30,09826;-33,06715;
2002290;-33,78791;-6,244157;-7,610604;-53,90708;
2002305;-35,25505;-5,674574;-31,60772;-37,13072;
2002320;-35,25505;-5,674574;-31,60772;-37,13072;
2002334;-35,60927;-7,036711;-29,36906;-46,63713;
2002347;-29,24838;-8,283151;-29,9097;-40,8448;
2002362;-29,24838;-8,283151;-29,9097;-40,8448;
2002376;-34,39173;-6,514137;-31,28231;-43,82466;
2002390;-31,66756;-5,235345;-27,16853;-36,00637;
2002405;-32,42686;-6,639163;-22,04399;-43,21188;
2002418;-32,42686;-6,639163;-22,04399;-43,21188;
2002433;-4,195149;3,87306;-26,45871;-36,72212;
2002446;-53,00275;-13,55331;-26,17461;-38,2423;
2002461;-53,00275;-13,55331;-26,17461;-38,2423;
2002474;-35,06438;-8,120629;-22,19488;-40,73848;
2002488;-33,10458;-7,525262;-37,67842;-49,18056;
2002502;-33,10458;-7,525262;-37,67842;-49,18056;
2002517;-35,02172;-7,41399;-17,87599;-39,09463;
2002531;-35,73526;-10,58866;-40,44963;-43,72911;
2002545;-35,73526;-10,58866;-40,44963;-43,72911;
2002560;-35,73526;-10,58866;-40,44963;-43,72911;
2002574;-54,08642;-22,03065;-37,22248;-34,48606;
2002589;-6,464192;-16,88922;-15,70156;-38,23776;
2002604;-85,12365;53,58582;-32,56819;-49,621;
2002619;-85,12365;53,58582;-32,56819;-49,621;
2002634;-534,1373;263,7506;-21,29892;-31,9376;
2002649;-225,8522;-25,33161;-20,28448;-20,12645;
2002664;-52,53158;16,08302;-22,70232;19,89548;
2002681;-52,53158;16,08302;-22,70232;19,89548;
2002695;-1,529681;0,3885558;-4,417967;78,5667;
2002712;220,9569;36,93953;-29,22512;-33,74232;
2002729;511,6924;313,5239;-11,84084;-96,53868;
2002745;-57,58018;-23,58297;-41,86121;-240,9869;
2002761;-57,58018;-23,58297;-41,86121;-240,9869;
2002776;-30,9673;-2,406441;-24,88618;-4,302557;
2002791;-34,99103;-3,455938;-23,4796;-3,842382;
2002806;-34,74836;-6,929234;-16,61094;-0,8542582;
2002820;-34,74836;-6,929234;-16,61094;-0,8542582;
2002834;-31,36678;-6,044026;-34,9282;-98,57736;
2002847;-32,55139;-8,539278;-8,933158;35,31226;
2002864;-36,43841;-2,495048;-22,65289;-52,98121;
2002880;-36,43841;-2,495048;-22,65289;-52,98121;
2002894;-32,29052;-4,40956;-26,95542;-33,55764;
2002909;-34,28215;-6,683432;-49,0907;-44,27036;
2002923;-34,24998;-4,35378;-60,7332;-46,78801;
2002936;-34,24998;-4,35378;-60,7332;-46,78801;
2002948;-33,9973;-9,38119;-20,84519;-41,28075;
2002963;-34,76323;-6,600011;-95,50855;-54,7765;
2002977;-34,76323;-6,600011;-95,50855;-54,7765;
2002991;-35,80461;-5,775848;-35,69192;-41,43532;
2003005;-31,59272;-5,534575;-25,22569;-24,84317;
2003018;-31,59272;-5,534575;-25,22569;-24,84317;
2003034;-34,12823;-8,061568;-11,72721;-64,57837;
2003049;-35,42701;-6,552039;-1,668873;-32,71236;
2003063;-33,04924;-7,636757;-28,36306;-31,08036;
2003076;-33,04924;-7,636757;-28,36306;-31,08036;
2003090;-33,62609;-10,79882;-28,15034;-31,55015;
2003105;-19,94094;26,39903;-32,90581;-44,43171;
2003120;-19,94094;26,39903;-32,90581;-44,43171;
2003133;45,85426;-16,67748;-12,77443;-44,86718;
2003146;17,26388;-20,33716;-27,44411;-24,84572;
2003160;17,26388;-20,33716;-27,44411;-24,84572;
2003175;-17,57514;-35,28424;-25,27789;-52,25937;
2003190;-64,01068;-66,77547;-24,49585;-31,47751;
2003203;-80,54852;-64,50223;-28,64289;-44,59046;
2003218;-80,54852;-64,50223;-28,64289;-44,59046;
2003235;-67,22022;-123,5045;-30,22284;-41,44353;
2003248;-75,07571;12,74911;-35,07726;-21,89912;
2003263;51,4247;264,5837;-30,64717;-71,91633;
2003277;51,4247;264,5837;-30,64717;-71,91633;
2003291;114,4688;6,346648;-47,94208;-197,494;
2003305;-147,1811;-13,22753;-20,43744;105,3585;
2003321;-147,1811;-13,22753;-20,43744;105,3585;
2003336;-52,87306;-39,19249;-79,57973;-108,0697;
2003354;-71,82641;-17,22046;-30,20745;-170,0851;
2003370;20,54199;8,058279;-51,66792;-102,0892;
2003388;-74,90773;112,8522;-37,19154;-225,2886;
2003400;-74,90773;112,8522;-37,19154;-225,2886;
2003415;-32,23921;-6,210759;-77,14413;-45,76825;
2003431;-32,63172;-7,785421;3,910206;32,27589;
2003445;-33,63936;-3,354852;-20,57482;-70,1743;
2003458;-33,63936;-3,354852;-20,57482;-70,1743;
2003477;-33,77493;-8,417707;-24,25548;-21,16026;
2003494;-29,48568;-11,05781;-24,10431;-123,2003;
2003511;-32,05281;-5,541859;-23,82965;-37,94986;
2003526;-29,01292;-10,74029;-13,58579;-7,861618;
2003540;-29,01292;-10,74029;-13,58579;-7,861618;
2003553;-35,87978;-6,618207;-55,10001;-58,58557;
2003569;-34,68616;-9,360632;-29,43546;-24,59027;
2003583;-32,55159;-10,58774;-25,84437;-39,41614;
2003597;-32,55159;-10,58774;-25,84437;-39,41614;
2003611;-35,16756;-7,217765;-20,89446;-37,0638;
2003627;-31,09431;-8,776145;11,34403;-43,29726;
2003641;-31,09431;-8,776145;11,34403;-43,29726;
2003655;-34,89298;-7,757027;-41,57342;-46,4375;
2003668;-34,89066;-5,592427;-35,65891;-41,84004;
2003681;-34,89066;-5,592427;-35,65891;-41,84004;
2003696;-32,87988;-8,980871;-17,50995;-34,93071;
2003710;-36,12023;-9,124521;-26,40215;-51,11224;
2003725;-36,12244;-4,347304;-10,94914;-41,3184;
2003738;-36,12244;-4,347304;-10,94914;-41,3184;
2003752;-33,84282;-4,048665;-23,76909;-26,49649;
2003766;-36,12002;-7,183472;-31,95608;-46,1334;
2003780;-36,12002;-7,183472;-31,95608;-46,1334;
2003794;-35,5715;-8,126786;-38,97477;-31,42463;
2003808;-33,78788;-7,656983;-73,88413;-41,08276;
2003823;-33,53962;-6,221339;-1,658192;-20,30424;
2003836;-33,53962;-6,221339;-1,658192;-20,30424;
2003851;-34,5235;-7,653491;-24,21431;-40,37012;
2003865;-33,39709;-5,594989;-31,5715;-47,83288;
2003880;-33,39709;-5,594989;-31,5715;-47,83288;
2003896;-32,18433;-4,728954;-6,055881;-29,86288;
2003911;-34,43623;-3,071407;-8,309851;-48,85523;
2003925;-36,40712;-8,611917;-7,715678;-22,8883;
2003938;-36,40712;-8,611917;-7,715678;-22,8883;
2003953;-35,95533;-4,534295;-19,49105;-22,0241;
2003968;-36,78146;-10,00209;-20,33453;-44,82198;
2003984;-34,90385;-7,848694;-27,80388;-35,96051;
2003997;-34,90385;-7,848694;-27,80388;-35,96051;
2004012;-33,16279;-5,972866;-27,54877;-32,16868;
2004026;-33,16279;-5,972866;-27,54877;-32,16868;
2004040;-33,16279;-5,972866;-27,54877;-32,16868;
2004054;-32,91741;-4,601102;-27,78557;-46,39007;
2004068;-36,45768;-5,349708;-31,97924;-32,17684;
2004083;-36,45768;-5,349708;-31,97924;-32,17684;
2004098;-31,37472;-7,337886;-35,76619;-44,65079;
2004112;-33,40717;-7,302447;-13,16091;-39,58915;
2004127;-32,56571;-7,663591;-38,9358;-41,88852;
2004139;-32,56571;-7,663591;-38,9358;-41,88852;
2004152;-34,53244;-10,78881;-44,0723;-29,82453;
2004167;-31,3782;-5,716455;-11,37444;-44,67737;
2004182;-31,3782;-5,716455;-11,37444;-44,67737;
2004198;-34,73827;-10,36889;-36,10604;-41,15049;
2004211;-33,91997;-4,800061;-21,57653;-41,55042;
2004225;-30,83888;-4,765357;-30,68973;-42,06467;
2004239;-30,83888;-4,765357;-30,68973;-42,06467;
2004253;-33,26437;-8,024071;-32,94586;-44,34538;
2004267;-33,86821;-8,402594;-24,63657;-47,26517;
2004282;-33,86821;-8,402594;-24,63657;-47,26517;
2004297;-37,98494;-7,415267;-22,92122;-44,27728;
2004310;-33,86774;-8,758964;-29,15592;-32,2653;
2004324;-45,68262;-4,090373;-18,13597;-33,43614;
2004337;-45,68262;-4,090373;-18,13597;-33,43614;
2004350;-37,32102;-7,933551;-35,51482;-65,89478;
2004365;-42,30879;-2,6566;-12,7437;25,10659;
2004380;-42,30879;-2,6566;-12,7437;25,10659;
2004395;-131,3719;-296,9743;-5,209072;119,2162;
2004408;-312,7617;79,3443;-17,02045;118,7836;
2004424;-312,7617;79,3443;-17,02045;118,7836;
2004439;-62,62772;37,53888;-32,77306;85,56852;
2004456;-13,99831;-21,02828;-11,101;-42,46463;
2004470;-257,7104;8,731681;-23,75193;-55,45554;
2004485;-22,82706;-38,141;-24,64188;115,6057;
2004499;-22,82706;-38,141;-24,64188;115,6057;
2004515;-61,11836;-24,51804;-4,04;98,10145;
2004531;-44,72787;-13,67412;-16,30704;-63,25529;
2004545;-30,29753;-9,189424;-46,21139;-46,51521;
2004559;-30,29753;-9,189424;-46,21139;-46,51521;
2004573;-44,25512;-14,41026;-36,91458;-47,79975;
2004590;-33,66049;-7,038847;-14,89527;-11,40536;
2004607;-34,59455;-5,878594;-43,99172;-39,71051;
2004621;-34,59455;-5,878594;-43,99172;-39,71051;
2004636;-31,17965;-8,922017;-20,8882;43,81272;
2004650;-31,17965;-8,922017;-20,8882;43,81272;
2004663;-33,89154;-8,760715;-24,63011;-52,17756;
2004677;-33,89154;-8,760715;-24,63011;-52,17756;
2004691;-33,52508;-3,385747;6,099714;-62,85306;
2004705;-33,73993;-6,909405;18,2871;-29,56739;
2004719;-33,73993;-6,909405;18,2871;-29,56739;
2004733;-34,51912;-6,69133;-39,84811;-57,17348;
2004747;-36,23411;-5,887518;-13,71692;-38,55394;
2004771;-32,70494;-5,930175;-28,49302;-63,54796;
2004787;-32,20557;-6,19575;2,471646;-40,40241;
2004802;-32,20557;-6,19575;2,471646;-40,40241;
2004815;-33,52278;-4,611538;-42,91625;-38,32284;
2004830;-33,02118;-12,24017;-20,93019;-46,56045;
2004844;-36,73822;-6,926765;-24,64236;-34,61586;
2004857;-36,73822;-6,926765;-24,64236;-34,61586;
2004871;-36,48565;-11,37757;-12,28706;-41,43338;
2004885;-37,23411;-7,690948;-49,62766;-51,43026;
2004899;-37,23411;-7,690948;-49,62766;-51,43026;
2004914;-32,01893;-3,259964;-32,91121;-47,57569;
2004928;-33,83924;-6,671608;-38,5318;-38,49832;
2004941;-33,83924;-6,671608;-38,5318;-38,49832;
2004955;-27,63092;-2,393451;-22,91915;-45,86226;
2004970;-35,64116;-5,82222;-27,11265;-41,71214;
2004986;-35,25191;-5,669108;-26,74022;-49,12632;
2005000;-35,25191;-5,669108;-26,74022;-49,12632;
2005015;-84,40346;25,18929;-40,16413;-170,6236;
2005029;-176,1967;-61,84378;-52,94146;-207,3324;
2005044;-151,0694;-45,62757;6,612555;306,6513;
2005058;-151,0694;-45,62757;6,612555;306,6513;
2005073;653,4037;62,82057;-0,4178056;58,3399;
2005087;257,4244;11,65816;19,08948;-17,91054;
2005104;-95,25999;-22,16627;-23,75389;57,1368;
2005119;-95,25999;-22,16627;-23,75389;57,1368;
2005135;-137,9495;-37,37789;-25,37011;-8,142782;
2005149;-24,02077;10,08344;-16,19025;-7,586704;
2005162;-24,02077;10,08344;-16,19025;-7,586704;
2005178;-51,49201;-16,46731;-46,18453;-27,33234;
2005192;-36,69596;-4,725285;-19,44027;-38,10263;
2005207;-28,51994;-9,44886;-34,97697;5,282017;
2005224;-48,63511;-3,108466;-27,18105;-64,20161;
2005240;-48,63511;-3,108466;-27,18105;-64,20161;
2005256;-31,78783;-4,260818;-23,96004;-58,41616;
2005269;-31,78783;-4,260818;-23,96004;-58,41616;
2005281;-31,78783;-4,260818;-23,96004;-58,41616;
2005296;-32,01588;-8,109948;-21,79047;-34,43582;
2005311;-34,86099;-7,66555;-13,36195;-32,18761;
2005325;-33,41433;-6,084875;-11,60942;-34,7885;
2005338;-33,41433;-6,084875;-11,60942;-34,7885;
2005351;-37,58262;-4,434116;-20,97998;-30,45881;
2005366;-35,87686;-4,551327;-21,2819;-58,02639;
2005381;-35,87686;-4,551327;-21,2819;-58,02639;
2005395;-32,57569;-6,078167;-31,74505;-52,47473;
2005410;-38,31345;-5,636687;-19,81074;-15,80365;
2005424;-33,73245;-4,216083;-22,3036;-49,3234;
2005438;-33,73245;-4,216083;-22,3036;-49,3234;
2005452;-32,04214;-6,05915;14,21777;-27,55335;
2005466;-35,23167;-6,034578;-22,86015;-50,34001;
2005480;-35,23167;-6,034578;-22,86015;-50,34001;
2005494;-35,48709;-7,589417;-30,52629;-41,57303;
2005509;-33,03925;-7,30454;-24,2178;-51,67909;
2005554;-33,59337;-5,927263;-21,97671;-55,34323;
2005569;-32,92616;-7,407787;-31,92433;-40,74722;
2005582;-32,92616;-7,407787;-31,92433;-40,74722;
2005597;-29,12009;-11,0553;-21,37912;-48,40631;
2005610;-32,93317;-6,243104;4,620779;-29,17812;
2005625;-34,50381;-4,8532;-35,5937;-52,19833;
2005639;-34,50381;-4,8532;-35,5937;-52,19833;
2005651;-32,57606;-8,760588;-29,86933;-34,39889;
2005666;-32,54672;-8,06827;-28,80541;-42,27147;
2005679;-32,54672;-8,06827;-28,80541;-42,27147;
2005694;-33,27522;-7,077056;-26,93006;-37,34196;
2005710;-33,90296;-10,12501;-39,05078;-36,47728;
2005725;-32,80104;-6,469656;-18,86799;-44,17332;
2005739;-32,80104;-6,469656;-18,86799;-44,17332;
2005752;-31,72125;-5,339529;-15,21025;-43,93261;
2005765;-31,43924;-6,413969;-33,66392;-34,2783;
2005779;-31,43924;-6,413969;-33,66392;-34,2783;
2005795;-31,81861;-10,13789;-15,6885;-32,63691;
2005809;-35,7352;-3,717594;-21,7347;-45,29665;
2005822;-35,7352;-3,717594;-21,7347;-45,29665;
2005836;-31,55361;-6,081426;-19,49948;-42,08068;
2005850;-37,21367;-4,403297;-16,37974;-36,87521;
2005865;-34,99131;-5,719158;-32,0622;-35,30607;
2005878;-34,99131;-5,719158;-32,0622;-35,30607;
2005893;-35,05249;-5,823486;-33,59599;-45,72692;
2005907;-35,05249;-5,823486;-33,59599;-45,72692;
2005922;-35,05249;-5,823486;-33,59599;-45,72692;
2005935;-35,25603;-5,337264;-36,99825;-37,56739;
2005950;-30,36192;-10,45194;-8,399474;-35,02069;
2005963;-32,00301;-6,454763;-20,22035;-42,24023;
2005978;-32,00301;-6,454763;-20,22035;-42,24023;
2005993;-32,98413;-5,883682;-26,33389;-47,50232;
2006007;-35,61868;-8,67111;-24,86688;-38,58229;
2006021;-35,61868;-8,67111;-24,86688;-38,58229;
2006034;-34,11841;-8,73973;-23,56685;-49,91267;
2006048;-36,25504;-6,254697;-35,70775;-45,44776;
2006062;-36,25504;-6,254697;-35,70775;-45,44776;
2006080;-60,49483;-21,32217;-20,8548;-37,10878;
2006094;-6,059367;21,84736;-33,23064;-38,81443;
2006108;-50,67773;-5,96034;-36,60529;-29,34758;
2006123;-1,93085;30,93464;-22,22923;-35,6188;
2006137;-1,93085;30,93464;-22,22923;-35,6188;
2006152;-311,7235;-51,07671;-23,8886;-36,84286;
2006167;-284,9871;-19,97195;-27,871;-50,90038;
2006184;47,66874;2,889268;-24,62043;-42,12331;
2006200;47,66874;2,889268;-24,62043;-42,12331;
2006214;-45,34687;-17,99454;-18,158;-36,57043;
2006228;-100,7172;-56,20362;-36,79322;-54,47913;
2006243;-100,7172;-56,20362;-36,79322;-54,47913;
2006256;-45,67562;-13,30798;-0,6532968;137,7247;
2006270;-40,65616;-8,133845;-37,92984;-154,6681;
2006283;-40,65616;-8,133845;-37,92984;-154,6681;
2006297;-40,65616;-8,133845;-37,92984;-154,6681;
2006312;-33,3046;-9,871646;-32,09814;-46,62263;
2006327;-28,91827;11,43428;-34,1663;-182,3939;
2006341;-28,91827;11,43428;-34,1663;-182,3939;
2006356;-40,89853;-8,326375;-55,38946;-174,4615;
2006371;-36,42401;-6,797426;31,3962;27,87626;
2006385;-35,60474;-9,383478;-17,84659;34,29407;
2006399;-35,60474;-9,383478;-17,84659;34,29407;
2006413;-33,00538;-4,980108;-18,5758;-23,15466;
2006427;-32,20761;-4,769423;-43,07107;-108,7056;
2006442;-32,20761;-4,769423;-43,07107;-108,7056;
2006454;-34,87137;-6,003898;-46,44409;-65,79848;
2006470;-36,59966;-6,299431;-26,99502;-46,18876;
2006484;-35,25164;-5,802433;-19,8515;-42,54079;
2006496;-35,25164;-5,802433;-19,8515;-42,54079;
2006512;-31,02777;-7,958435;-62,86111;-48,12752;
2006528;-30,05412;-10,10772;16,07858;-40,98448;
2006544;-41,4126;-2,377949;-61,46247;-24,08316;
2006559;-41,4126;-2,377949;-61,46247;-24,08316;
2006573;-31,20875;-7,589498;-20,00159;-30,99893;
2006587;-27,62009;-6,887253;-89,45463;-56,8081;
2006602;-27,62009;-6,887253;-89,45463;-56,8081;
2006615;-37,44055;-3,568284;2,205576;-32,65311;
2006630;-34,52197;-6,07085;-35,90822;-46,33575;
2006645;-29,42014;-3,379335;-10,00697;-13,85253;
2006660;-29,42014;-3,379335;-10,00697;-13,85253;
2006675;-32,44579;-6,046209;-35,41432;-47,09592;
2006691;-34,09343;-4,35445;-15,95546;-38,3858;
2006706;-29,14559;-4,074766;-18,8049;-39,32055;
2006721;-29,14559;-4,074766;-18,8049;-39,32055;
2006736;-36,54903;-10,77741;-26,72769;-50,03468;
2006749;27,66035;9,328517;-30,04566;-54,70174;
2006764;-46,77524;-21,38186;-13,08127;-43,21928;
2006778;-46,77524;-21,38186;-13,08127;-43,21928;
2006792;-39,8446;51,7141;-32,00367;-36,88807;
2006805;-149,7729;-76,17271;-24,60846;-44,07287;
2006818;-149,7729;-76,17271;-24,60846;-44,07287;
2006833;-130,7172;-42,09177;-34,99646;36,16331;
2006849;-84,64222;49,2131;-47,15462;16,70665;
2006865;213,6154;35,17237;1,728967;-84,89022;
2006878;213,6154;35,17237;1,728967;-84,89022;
2006892;-41,36855;-19,61312;-28,10429;-38,38386;
2006907;-29,62462;-11,69762;-29,44561;11,31118;
2006922;-29,62462;-11,69762;-29,44561;11,31118;
2006936;-27,10506;59,52717;-8,098582;44,18963;
2006950;5,272698;72,29906;-37,68816;-94,51131;
