Time; EMG1; EMG2; EMG3; EMG4; EMG1_F; EMG2_F; EMG3_F; EMG4_F;Note_R;Note_V;;Level 2;Joueur;Notes hit;% Reussite R;Offset EMG1;Onset EMG1;% Reussite V;Offset EMG2;Onset EMG2
11;-32,23208;-9,312356;-25,87943;-41,19361;1,940706;1,708325;1,65121;2,275591;0;0;;;1;91;83,87096;-24,77558;48,63196;95,12195;-7,50142;69,18228
27;-32,23208;-9,312356;-25,87943;-41,19361;1,772742;1,57727;1,498548;2,64873;0;0;;;2;72;61,29032;-34,15545;353,6;82,92683;-7,50142;41,1299
41;-34,27873;-6,248423;-22,00722;-37,93421;1,722103;1,597858;1,637113;2,792815;0;0;
54;-34,4497;-6,610199;-23,82971;-40,98681;1,51087;1,659548;1,581393;2,800278;0;0;
71;-35,24818;-5,873469;-24,7741;-38,4283;1,262153;1,712966;1,597396;2,595103;0;0;
85;-35,24818;-5,873469;-24,7741;-38,4283;1,156696;1,647696;1,550091;2,503518;0;0;
105;-32,0363;-7,412621;-24,14736;-38,42155;1,237694;1,629607;1,443713;2,337595;0;0;
124;-35,60005;-10,06244;-26,59752;-40,4734;1,160653;1,676085;1,298542;1,897159;0;0;
141;-31,34843;-9,755693;-24,69057;-39,91542;1,266235;1,616273;1,251762;1,953413;0;0;
161;-36,60623;-11,8073;-27,01976;-43,08648;1,28273;1,6137;1,415958;2,211556;0;0;
175;-33,8976;-5,333993;-25,74114;-42,59321;1,32522;1,524385;1,260469;2,324325;0;0;
190;-38,7397;-6,060357;-26,52377;-38,65399;1,417031;1,500082;1,287231;2,157154;0;0;
206;-38,7397;-6,060357;-26,52377;-38,65399;1,251879;1,486671;1,387736;2,167785;0;0;
222;-33,75663;-3,995673;-26,45424;-35,839;1,320962;1,59474;1,37785;2,48362;0;0;
237;-31,65617;-9,378963;-24,85491;-36,81974;1,205537;1,650689;1,199144;2,482373;0;0;
251;-32,28849;-5,091939;-25,2878;-50,71877;1,240231;1,655801;1,223077;2,960637;0;0;
266;-32,28849;-5,091939;-25,2878;-50,71877;1,308409;1,681806;1,265676;3,388422;0;0;
279;-31,55043;-6,680646;-24,01033;-38,66963;1,316972;1,795418;1,289713;3,478411;0;0;
293;-35,6193;-10,80233;-22,80407;-36,89423;1,246067;1,84852;1,273897;3,180687;0;0;
307;-35,6193;-10,80233;-22,80407;-36,89423;1,154213;1,744349;1,270747;2,963882;0;0;
321;-34,13705;-7,053172;-22,29183;-43,48262;1,231232;1,8021;1,317079;3,078941;0;0;
337;-35,36091;-7,674522;-24,9391;-35,40654;1,213179;1,84272;1,431499;2,643033;0;0;
350;-35,26073;-10,10605;-27,3754;-35,10585;1,201257;1,595842;1,412318;2,843032;0;0;
364;-35,26073;-10,10605;-27,3754;-35,10585;1,113828;1,520896;1,542144;3,522057;0;0;
378;-32,9317;-11,08314;-26,52351;-37,3718;1,23481;1,642878;1,512302;3,793151;0;0;
395;-36,21457;-6,605173;-25,02;-41,48292;1,3013;1,506308;1,518336;3,780421;0;0;
410;-35,25554;-9,881438;-27,15802;-42,38407;1,343094;1,307445;1,488928;3,662224;0;0;
425;-35,25554;-9,881438;-27,15802;-42,38407;1,382045;1,361728;1,453113;3,557449;0;0;
440;-32,69141;-5,511894;-24,13035;-39,25859;1,514971;1,495444;1,315603;2,920339;0;0;
453;-35,45266;-9,572312;-25,05796;-40,51136;1,49757;1,499483;1,348423;2,570103;0;0;
469;-34,89915;-8,859557;-27,46219;-37,63363;1,337674;1,487161;1,414468;2,603618;0;0;
481;-34,89915;-8,859557;-27,46219;-37,63363;1,109174;1,609021;1,468587;2,751307;0;0;
494;-32,29575;-11,21408;-24,5813;-42,57067;1,022108;1,722143;1,484486;2,862445;0;0;
507;-32,29575;-11,21408;-24,5813;-42,57067;1,011376;1,847542;1,517726;2,805347;0;0;
520;-32,55257;-5,684487;-26,46996;-39,12063;0,887802;1,648091;1,445472;2,75276;0;0;
534;-33,1627;-9,518758;-24,10872;-41,91118;1,026379;1,59057;1,348466;2,955516;0;0;
548;-36,71234;-10,33938;-25,49104;-35,47628;1,10412;1,604442;1,379786;2,982901;0;0;
561;-36,71234;-10,33938;-25,49104;-35,47628;1,151896;1,645334;1,3844;2,905438;0;0;
574;-33,72071;-3,978533;-23,89246;-38,08387;1,153519;1,487288;1,307809;3,071422;0;0;
